@relation wicket-1.5.3.0.arff

@attribute CountDeclMethodPrivate numeric
@attribute AvgLineCode numeric
@attribute CountLine numeric
@attribute MaxCyclomatic numeric
@attribute CountDeclMethodDefault numeric
@attribute AvgEssential numeric
@attribute CountDeclClassVariable numeric
@attribute SumCyclomaticStrict numeric
@attribute AvgCyclomatic numeric
@attribute AvgLine numeric
@attribute CountDeclClassMethod numeric
@attribute AvgLineComment numeric
@attribute AvgCyclomaticModified numeric
@attribute CountDeclFunction numeric
@attribute CountLineComment numeric
@attribute CountDeclClass numeric
@attribute CountDeclMethod numeric
@attribute SumCyclomaticModified numeric
@attribute CountLineCodeDecl numeric
@attribute CountDeclMethodProtected numeric
@attribute CountDeclInstanceVariable numeric
@attribute MaxCyclomaticStrict numeric
@attribute CountDeclMethodPublic numeric
@attribute CountLineCodeExe numeric
@attribute SumCyclomatic numeric
@attribute SumEssential numeric
@attribute CountStmtDecl numeric
@attribute loc numeric
@attribute CountStmtExe numeric
@attribute RatioCommentToCode numeric
@attribute CountLineBlank numeric
@attribute CountStmt numeric
@attribute MaxCyclomaticModified numeric
@attribute CountSemicolon numeric
@attribute AvgLineBlank numeric
@attribute CountDeclInstanceMethod numeric
@attribute AvgCyclomaticStrict numeric
@attribute PercentLackOfCohesion numeric
@attribute MaxInheritanceTree numeric
@attribute CountClassDerived numeric
@attribute CountClassCoupled numeric
@attribute CountClassBase numeric
@attribute CountInput_Max numeric
@attribute CountInput_Mean numeric
@attribute CountInput_Min numeric
@attribute CountOutput_Max numeric
@attribute CountOutput_Mean numeric
@attribute CountOutput_Min numeric
@attribute CountPath_Max numeric
@attribute CountPath_Mean numeric
@attribute CountPath_Min numeric
@attribute MaxNesting_Max numeric
@attribute MaxNesting_Mean numeric
@attribute MaxNesting_Min numeric
@attribute COMM numeric
@attribute ADEV numeric
@attribute DDEV numeric
@attribute Added_lines numeric
@attribute Del_lines numeric
@attribute OWN_LINE numeric
@attribute OWN_COMMIT numeric
@attribute MINOR_COMMIT numeric
@attribute MINOR_LINE numeric
@attribute MAJOR_COMMIT numeric
@attribute MAJOR_LINE numeric
@attribute bug {TRUE,FALSE}

@data
3,19,678,11,1,2,4,66,4,31,0,9,4,18,226,1,18,65,85,7,7,11,7,181,65,30,80,385,124,0.59,70,204,11,138,2,18,4,87,1,3,12,2,12,4.72222222222222,1,25,6.388888888888888,1,116,14.8888888888889,1,4,1.6,0,3,3,2,125,4,0.256637168141593,0.666666666666667,0,6,2,5,FALSE
2,11,325,6,0,1,2,24,2,20,1,7,2,11,169,2,11,21,38,1,1,8,8,50,21,11,35,133,33,1.27,23,68,6,45,0,10,2,80,2,1,3,2,5,1.54545454545455,0,15,3.63636363636364,1,16,3.18181818181818,1,2,0.6428571428571429,0,0,0,0,0,0,0.22461538461538505,0.0,0,6,0,2,FALSE
0,4,120,1,0,1,0,8,1,9,0,5,1,8,69,1,8,8,13,0,3,1,8,10,8,8,13,40,9,1.73,11,22,1,13,0,8,1,66,1,1,0,1,5,2.375,1,3,1.375,1,1,1.0,1,2,0.181818181818182,0,1,1,1,5,5,0.958333333333333,1.0,0,1,1,1,FALSE
0,10,139,3,0,1,0,8,2,16,0,4,2,4,70,1,4,7,19,0,3,3,4,25,8,4,18,56,19,1.25,13,37,3,29,1,4,2,16,1,0,8,2,6,4.0,2,7,5.0,2,3,2.0,1,2,1.16666666666667,0,0,0,0,0,0,0.8705035971223021,0.0,0,2,0,0,FALSE
2,18,143,5,1,3,0,15,4,27,0,7,4,4,49,1,4,15,12,0,0,5,1,31,15,13,12,81,25,0.6,13,37,5,20,1,4,4,0,1,0,6,1,6,4.25,3,4,3.25,2,7,4.5,2,2,1.8333333333333304,1,0,0,0,0,0,0.8881118881118879,0.0,0,2,0,0,FALSE
0,0,28,1,0,0,0,2,0,0,0,0,0,0,22,1,2,2,5,0,3,1,2,0,2,2,2,5,0,4.4,1,2,1,1,0,2,0,100,1,0,0,1,0,0.0,0,1,1.0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,0,38,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,9,0,0,0,0,0,0,0,7,10,0,2.5,3,7,0,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,12,160,5,1,1,0,16,2,19,1,5,2,6,54,1,6,14,27,1,2,5,4,40,14,6,26,90,28,0.6,17,54,5,39,1,5,3,66,1,0,8,2,6,3.1666666666666696,0,9,5.0,0,5,2.5,1,2,1.125,0,1,1,1,11,55,0.8,1.0,0,3,1,1,FALSE
0,3,36,1,0,1,1,1,1,6,0,3,1,1,24,1,1,1,5,0,0,1,1,1,1,1,5,9,0,2.67,3,5,1,3,0,1,1,100,1,1,0,2,1,1.0,1,1,1.0,1,1,1.0,1,6,1.5,0,0,0,0,0,0,0.583333333333333,0.0,0,3,0,0,FALSE
0,1,116,1,0,1,0,8,1,9,0,8,1,8,91,1,8,8,14,0,0,1,8,0,8,8,14,16,0,5.69,9,14,1,13,0,8,1,0,0,22,2,0,12,2.125,0,1,0.875,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.9396551724137928,0.0,0,1,0,2,FALSE
0,1,75,1,0,1,0,5,1,7,0,6,1,5,56,1,5,5,9,0,0,1,5,0,5,5,9,11,0,5.09,8,9,1,8,0,5,1,0,4,12,1,2,22,6.6,0,1,0.8,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.893333333333333,0.0,0,3,0,0,FALSE
0,3,65,1,0,1,0,9,1,3,0,0,1,9,20,1,9,9,14,0,0,1,9,1,9,9,13,35,1,0.57,10,14,1,4,0,9,1,0,1,5,3,2,0,0.0,0,1,0.111111111111111,0,1,1.0,1,3,0.25,0,3,3,1,13,3,0.815384615384615,1.0,0,2,1,1,FALSE
0,1,187,1,9,1,0,9,1,8,0,7,1,9,160,1,9,9,15,0,0,1,0,0,9,9,14,17,0,9.41,10,14,1,13,0,9,1,0,0,4,3,0,1,1.0,1,1,0.111111111111111,0,1,1.0,1,0,0.0,0,3,3,1,28,3,0.470588235294118,1.0,0,3,1,0,FALSE
5,8,767,5,0,1,1,65,1,13,2,5,1,45,276,2,45,65,109,8,11,5,32,152,65,50,103,416,121,0.66,75,224,5,152,0,43,1,91,4,2,30,3,87,8.93333333333333,1,16,3.0,0,12,1.64444444444444,1,3,0.5,0,11,11,3,67,34,0.5039164490861621,0.545454545454545,0,4,3,3,FALSE
0,4,127,1,0,1,0,9,1,8,0,3,1,9,59,1,9,9,20,0,4,1,9,12,9,9,19,52,12,1.13,16,31,1,21,0,9,1,66,1,0,4,1,6,2.44444444444444,1,5,1.44444444444444,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.496062992125984,0.0,0,3,0,0,FALSE
0,8,195,3,0,1,2,21,1,9,0,1,1,18,58,10,18,21,25,0,0,3,18,48,21,18,31,122,24,0.48,15,55,3,33,0,18,1,94,2,0,3,2,4,2.1111111111111103,1,6,1.33333333333333,1,3,1.16666666666667,1,1,0.172413793103448,0,5,5,1,35,18,0.712820512820513,1.0,0,2,1,1,FALSE
0,4,174,1,0,1,1,14,1,8,0,3,1,14,73,1,14,14,34,0,3,1,14,18,14,14,28,81,17,0.9,20,45,1,30,0,14,1,76,1,0,9,3,8,2.21428571428571,0,5,1.7857142857142905,0,1,1.0,1,3,0.17647058823529396,0,6,6,3,45,14,0.7011494252873559,0.666666666666667,0,3,3,2,FALSE
0,4,93,2,0,1,0,7,1,7,0,3,1,6,42,1,6,7,19,0,2,2,6,7,7,6,16,40,7,1.05,11,23,2,15,0,6,1,50,1,0,5,3,21,4.66666666666667,0,3,1.6666666666666698,0,2,1.16666666666667,1,1,0.375,0,1,1,1,16,1,0.6559139784946241,1.0,0,3,1,1,FALSE
0,3,53,1,0,1,0,3,1,6,0,2,1,3,28,1,3,3,10,0,1,1,3,2,3,3,10,20,2,1.4,5,12,1,8,0,3,1,33,1,0,3,2,2,1.33333333333333,0,2,1.33333333333333,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.377358490566038,0.0,0,3,0,1,FALSE
0,3,67,1,0,1,1,4,1,8,0,4,1,4,40,1,4,4,8,0,0,1,4,4,4,4,8,21,3,1.9,6,11,1,6,0,4,1,100,3,0,0,1,2,1.25,0,2,1.75,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.38805970149253705,0.0,0,3,0,0,FALSE
0,5,69,2,0,1,0,6,1,6,0,1,1,5,27,1,5,6,13,0,1,2,5,8,6,5,13,34,7,0.79,8,20,2,13,0,5,1,0,1,0,4,2,2,1.4,1,3,2.0,1,2,1.2,1,1,0.42857142857142894,0,1,1,1,5,0,0.753623188405797,1.0,0,4,1,0,FALSE
1,4,104,1,0,1,2,7,1,8,1,3,1,7,44,1,7,7,21,0,0,1,6,15,7,7,17,47,9,0.94,13,26,1,18,0,6,1,85,1,0,4,2,1,0.5714285714285711,0,7,1.7142857142857095,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7403846153846151,0.0,0,3,0,2,FALSE
0,1,42,1,2,1,0,2,1,6,0,5,1,2,31,1,2,2,6,0,0,1,0,0,2,2,6,8,0,3.88,3,6,1,5,0,2,1,0,1,3,1,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,7,0,0.7619047619047621,1.0,0,2,1,1,FALSE
0,1,49,1,0,1,0,2,1,9,0,8,1,2,40,1,2,2,4,0,0,1,2,0,2,2,4,6,0,6.67,3,4,1,3,0,2,1,0,0,2,0,0,2,1.5,1,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,49,0,1.0,1.0,0,1,1,0,FALSE
0,1,42,1,2,1,0,2,1,6,0,5,1,2,32,1,2,2,5,0,0,1,0,0,2,2,5,6,0,5.33,4,5,1,4,0,2,1,0,1,1,1,2,4,3.5,3,1,1.0,1,1,1.0,1,0,0.0,0,2,2,2,5,5,0.8372093023255809,0.5,0,3,2,0,FALSE
0,1,41,1,2,1,0,2,1,5,0,4,1,2,29,1,2,2,7,0,0,1,0,0,2,2,7,9,0,3.22,3,7,1,6,0,2,1,0,1,3,1,1,1,0.5,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.902439024390244,0.0,0,2,0,1,FALSE
0,1,111,1,7,1,0,7,1,6,0,5,1,7,85,1,7,7,13,0,0,1,0,0,7,7,13,14,0,6.07,12,13,1,12,0,7,1,0,0,2,2,0,9,5.14285714285714,3,1,0.857142857142857,0,1,1.0,1,0,0.0,0,4,4,3,39,1,0.5,0.5,0,5,3,0,FALSE
0,1,57,1,4,1,0,4,1,6,0,5,1,4,43,1,4,4,7,0,0,1,0,0,4,4,7,9,0,4.78,5,7,1,6,0,4,1,0,2,4,1,1,6,1.5,0,1,1.0,1,1,1.0,1,0,0.0,0,3,3,3,24,1,0.6842105263157889,0.33333333333333304,0,3,3,1,FALSE
1,9,294,9,0,1,1,33,2,13,0,3,2,16,82,1,16,28,53,0,4,14,15,69,28,18,46,176,45,0.47,36,91,9,63,0,16,2,70,1,0,21,4,19,6.6875,1,17,3.375,1,26,2.8125,1,3,0.7222222222222221,0,14,14,3,156,49,0.561224489795918,0.5,0,4,3,2,FALSE
1,6,84,2,0,1,1,5,1,10,1,3,1,4,36,1,4,5,16,0,3,2,3,12,5,4,14,38,10,0.95,10,24,2,18,0,3,1,68,2,0,3,1,6,3.0,1,5,3.0,1,2,1.25,1,1,0.5,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
2,10,182,4,0,1,1,18,2,13,2,2,2,10,48,1,10,17,27,0,6,4,8,51,17,10,24,120,43,0.4,14,67,4,49,0,8,2,82,2,0,3,1,5,2.1,0,16,4.0,1,8,2.1,1,2,0.8461538461538459,0,3,3,2,194,12,0.686813186813187,0.666666666666667,0,2,2,0,FALSE
1,7,132,2,0,1,1,10,1,10,1,2,1,8,45,1,8,10,24,0,4,2,7,30,10,8,23,76,27,0.59,11,50,2,39,0,7,1,67,1,1,3,2,4,2.25,2,9,4.0,1,2,1.25,1,1,0.4,0,2,2,2,136,4,0.8409090909090909,0.5,0,2,2,0,FALSE
0,6,89,2,0,1,1,6,1,9,0,2,1,5,35,1,5,6,17,0,3,2,5,19,6,5,16,46,16,0.76,8,32,2,26,0,5,1,70,2,0,3,1,2,1.6,0,13,4.8,1,1,1.0,1,0,0.0,0,1,1,1,89,0,1.0,1.0,0,1,1,0,FALSE
0,7,109,2,0,1,1,7,1,10,0,3,1,6,44,1,6,7,18,0,3,2,6,24,7,6,17,56,21,0.79,9,38,2,30,0,6,1,62,2,0,3,1,3,1.8333333333333304,0,12,5.0,1,2,1.16666666666667,1,1,0.375,0,1,1,1,109,0,1.0,1.0,0,1,1,0,FALSE
1,8,198,5,0,1,0,15,2,15,0,6,2,10,89,1,10,15,25,0,2,5,9,34,15,10,21,91,30,0.98,18,51,5,35,0,10,2,70,2,0,8,2,19,5.0,2,9,3.5,2,8,1.8,1,3,0.833333333333333,0,0,0,0,0,0,0.7424242424242421,0.0,0,3,0,1,TRUE
4,9,403,6,0,1,0,49,2,15,0,5,2,21,147,1,21,42,50,1,7,8,16,82,42,25,46,219,72,0.67,37,118,6,75,0,21,2,76,1,3,9,3,25,6.047619047619048,1,9,3.23809523809524,1,18,2.57142857142857,1,3,0.956521739130435,0,15,15,3,152,78,0.602977667493797,0.666666666666667,0,4,3,0,TRUE
0,3,134,1,0,1,0,12,1,7,0,3,1,12,62,1,12,12,23,10,1,1,2,11,12,12,23,58,11,1.07,14,34,1,22,0,12,1,66,1,1,9,1,21,3.5,1,4,2.4166666666666696,0,1,1.0,1,2,0.133333333333333,0,0,0,0,0,0,0.4626865671641789,0.0,0,4,0,0,FALSE
1,18,270,11,0,2,1,38,3,31,0,11,3,7,105,1,7,19,41,4,0,29,2,72,19,12,40,145,37,0.72,29,77,11,56,2,7,5,85,2,1,15,1,4,3.0,2,28,7.571428571428571,2,19,3.85714285714286,1,2,1.0,0,4,4,1,10,8,0.57037037037037,1.0,0,4,1,1,FALSE
0,4,188,2,0,1,1,17,1,6,0,1,1,13,72,2,15,17,40,0,6,2,15,25,17,15,33,94,21,0.77,22,54,2,37,0,15,1,100,1,0,12,4,28,6.06666666666667,0,4,2.13333333333333,1,2,1.0,0,1,0.222222222222222,0,6,6,3,53,6,0.6914893617021279,0.5,0,3,3,3,FALSE
0,5,96,2,0,1,1,7,1,9,0,3,1,6,41,1,6,7,15,1,4,2,5,17,7,6,15,45,16,0.91,10,31,2,24,0,6,1,73,1,2,0,2,7,3.0,2,6,2.5,1,1,1.0,1,2,0.222222222222222,0,1,1,1,96,0,1.0,1.0,0,1,1,0,FALSE
0,4,139,2,0,1,0,13,1,7,0,3,1,11,57,1,11,13,26,0,3,2,11,14,13,11,25,64,14,0.89,18,39,2,26,0,11,1,81,1,0,7,3,19,10.727272727272698,1,5,2.63636363636364,1,2,1.09090909090909,1,1,0.23076923076923106,0,1,1,1,14,1,0.482014388489209,1.0,0,4,1,0,FALSE
0,4,86,2,0,1,0,6,1,9,0,4,1,5,42,1,5,6,16,0,2,2,5,8,6,5,15,34,6,1.24,10,21,2,15,0,5,1,40,1,0,5,2,4,1.8,0,5,2.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.813953488372093,0.0,0,3,0,0,FALSE
0,7,214,9,0,2,1,27,2,11,0,3,2,13,72,1,13,27,42,0,4,9,13,52,27,21,37,121,40,0.6,21,77,9,53,0,13,2,67,1,2,9,3,6,2.84615384615385,1,8,2.46153846153846,1,10,1.84615384615385,1,2,0.5333333333333329,0,3,3,2,26,6,0.322429906542056,0.666666666666667,0,6,2,5,FALSE
0,5,111,2,0,1,1,7,1,9,0,3,1,6,54,1,6,7,21,0,1,2,6,13,7,6,17,47,10,1.15,10,27,2,19,0,6,1,58,2,0,3,1,3,1.5,0,5,2.0,0,2,1.16666666666667,1,1,0.375,0,0,0,0,0,0,0.558558558558559,0.0,0,4,0,5,FALSE
1,12,400,13,0,2,1,40,2,20,0,6,2,16,129,2,16,37,85,7,3,14,8,104,37,28,72,226,60,0.57,45,132,13,98,1,16,3,90,3,3,19,1,42,6.75,0,30,5.375,1,22,3.0625,1,5,1.05,0,4,4,2,38,13,0.6475,0.75,0,5,2,1,TRUE
0,8,156,5,0,2,0,15,2,13,0,5,2,8,63,1,8,15,25,7,0,5,1,25,15,12,25,80,20,0.79,13,45,5,28,0,8,2,0,2,5,9,2,16,4.75,0,6,4.0,1,5,1.875,1,4,1.5,0,1,1,1,2,4,0.8141025641025642,1.0,0,2,1,0,FALSE
2,17,171,6,0,2,0,26,3,18,4,0,3,7,26,1,7,23,27,5,0,9,0,56,23,13,24,132,41,0.2,13,65,6,41,0,3,4,0,3,1,6,1,3,2.28571428571429,1,9,4.85714285714286,2,13,4.28571428571429,1,3,1.88888888888889,0,0,0,0,0,0,0.5906432748538011,0.0,0,4,0,0,FALSE
1,19,246,10,0,2,1,28,3,24,0,2,3,7,51,1,7,24,56,2,2,11,4,76,24,13,54,160,49,0.32,35,103,10,78,3,7,4,76,4,1,18,1,19,5.857142857142861,1,27,10.1428571428571,2,42,10.0,1,5,2.22222222222222,0,7,7,3,66,47,0.617886178861789,0.5714285714285711,0,3,3,2,FALSE
1,8,154,5,0,2,0,14,2,13,0,3,2,7,58,1,7,12,32,3,1,6,3,30,12,11,27,79,20,0.73,17,47,5,34,1,7,2,57,4,1,12,1,3,1.57142857142857,0,14,6.28571428571429,1,7,2.0,1,2,0.7777777777777779,0,2,2,1,23,5,0.7142857142857142,1.0,0,3,1,0,FALSE
1,8,134,2,0,1,0,14,2,11,0,2,2,8,41,1,8,14,25,3,0,2,4,27,14,8,25,81,19,0.51,12,44,2,30,0,8,2,0,1,0,9,2,3,1.5,0,5,3.5,1,2,1.625,1,1,0.7,0,3,3,1,19,6,0.5746268656716421,1.0,0,3,1,1,FALSE
4,10,258,8,0,1,1,28,2,13,0,1,2,13,59,3,13,25,55,0,5,10,9,71,25,19,57,160,49,0.37,39,106,8,79,1,13,2,75,1,0,9,2,10,3.4615384615384603,0,18,4.92307692307692,1,10,2.07692307692308,1,3,0.823529411764706,0,7,7,2,220,125,0.432432432432432,0.857142857142857,0,3,2,0,TRUE
0,5,110,2,0,1,0,7,1,11,0,6,1,6,58,1,6,7,18,1,0,2,5,9,7,6,14,42,8,1.38,10,22,2,14,0,6,1,0,5,0,5,1,2,1.33333333333333,0,5,2.3333333333333304,1,2,1.16666666666667,1,1,0.375,0,0,0,0,0,0,0.672727272727273,0.0,0,2,0,1,TRUE
0,1,77,1,8,1,0,8,1,5,0,4,1,8,53,1,8,8,13,0,0,1,0,0,8,8,13,15,0,3.53,9,13,1,12,0,8,1,0,1,2,2,1,8,2.625,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.779220779220779,0.0,0,2,0,1,FALSE
0,1,50,1,2,1,0,2,1,9,0,8,1,2,37,1,2,2,7,0,0,1,0,0,2,2,6,9,0,4.11,4,6,1,5,0,2,1,0,0,1,2,0,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.46,0.0,0,3,0,0,FALSE
6,10,517,7,0,1,0,67,2,12,0,2,2,31,111,2,31,61,115,7,8,8,18,158,61,40,107,356,107,0.31,50,214,7,149,0,31,2,82,4,4,21,1,15,3.12903225806452,0,18,4.70967741935484,1,16,2.48387096774194,1,3,0.7352941176470591,0,2,2,1,47,0,0.413926499032882,1.0,0,3,1,3,TRUE
0,8,201,3,0,1,0,14,2,14,0,5,2,8,93,1,8,12,41,5,2,5,3,36,12,10,35,90,22,1.03,18,57,3,44,0,8,2,62,4,3,10,1,3,1.875,0,16,5.125,1,3,1.5,1,2,0.8,0,3,3,1,50,6,0.8955223880597021,1.0,0,2,1,0,TRUE
1,17,165,5,0,2,0,15,3,22,0,2,3,5,45,1,5,14,43,0,0,6,4,53,14,8,39,104,24,0.43,16,63,5,49,2,5,3,0,3,1,14,1,9,3.6,1,20,9.0,1,8,3.2,1,3,1.7142857142857095,0,2,2,1,15,5,0.775757575757576,1.0,0,3,1,1,FALSE
0,14,265,6,0,2,0,24,3,22,0,4,3,8,87,1,8,23,49,3,3,7,5,62,23,12,50,141,45,0.62,38,95,6,70,3,8,3,58,2,0,18,2,5,3.375,0,18,8.25,1,8,3.125,1,3,1.6,0,2,2,1,84,6,0.8264150943396229,1.0,0,3,1,1,FALSE
0,7,55,1,0,1,0,1,1,7,0,0,1,1,38,1,1,1,9,0,0,1,1,2,1,1,7,15,1,2.53,2,8,1,6,0,1,1,0,2,0,3,1,4,4.0,4,3,3.0,3,1,1.0,1,0,0.0,0,1,1,1,1,1,0.890909090909091,1.0,0,2,1,2,FALSE
0,4,53,1,0,1,1,2,1,9,0,5,1,2,32,1,2,2,8,0,1,1,2,3,2,2,8,16,2,2.0,5,10,1,7,0,2,1,50,3,0,1,1,3,2.5,2,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.8490566037735849,0.0,0,2,0,0,FALSE
1,7,672,13,0,1,2,66,2,14,0,5,2,39,266,4,39,61,94,6,12,14,32,134,61,42,97,337,97,0.79,69,194,13,130,0,39,2,92,1,10,15,2,10,3.4615384615384603,0,25,2.64102564102564,0,221,6.948717948717951,1,6,0.555555555555556,0,8,8,2,289,202,0.4442793462109961,0.5,0,4,2,1,FALSE
0,10,165,7,0,1,1,13,2,16,0,5,2,7,62,2,7,13,20,3,4,7,4,34,13,7,20,80,25,0.78,23,45,7,31,1,7,2,76,2,2,5,2,7,3.14285714285714,1,14,3.5714285714285694,0,30,5.14285714285714,1,0,0.0,0,1,1,1,18,0,0.606060606060606,1.0,0,2,1,3,TRUE
0,9,179,5,0,1,1,13,2,20,0,8,2,6,87,1,6,13,25,0,2,5,6,30,13,6,24,69,19,1.26,23,43,5,32,2,6,2,61,1,0,7,2,5,2.8333333333333304,1,7,3.5,1,5,1.8333333333333304,1,1,0.555555555555556,0,4,4,1,202,23,1.0,1.0,0,1,1,0,FALSE
0,1,64,1,3,1,0,3,1,9,0,8,1,3,52,1,3,3,6,0,0,1,0,0,3,3,6,8,0,6.5,4,6,1,5,0,3,1,0,0,3,3,0,3,2.3333333333333304,1,0,0.0,0,1,1.0,1,0,0.0,0,4,4,1,16,12,0.796875,1.0,0,2,1,0,FALSE
0,1,49,1,2,1,0,2,1,7,0,6,1,2,36,1,2,2,7,0,0,1,0,0,2,2,7,9,0,4.0,4,7,1,6,0,2,1,0,4,3,1,1,2,2.0,2,1,1.0,1,1,1.0,1,0,0.0,0,3,3,2,64,15,0.836734693877551,0.666666666666667,0,2,2,0,FALSE
0,3,48,1,0,1,1,3,1,3,0,0,1,3,28,1,3,3,7,0,0,1,3,1,3,3,7,15,0,1.87,5,7,1,3,0,3,1,100,1,0,3,2,0,0.0,0,0,0.0,0,1,1.0,1,0,0.0,0,4,4,1,11,8,0.916666666666667,1.0,0,2,1,0,FALSE
0,5,119,2,0,1,1,8,1,10,0,4,1,6,60,1,6,8,19,0,2,2,6,13,8,6,18,47,10,1.28,12,28,2,19,0,6,1,61,1,0,8,2,4,2.3333333333333304,1,5,2.5,1,2,1.33333333333333,1,1,0.5,0,4,4,1,133,14,0.932773109243697,1.0,0,2,1,0,FALSE
0,4,75,1,0,1,0,5,1,7,0,3,1,5,39,1,5,5,11,0,2,1,5,6,5,5,10,29,6,1.34,7,16,1,10,0,5,1,30,1,0,1,1,8,5.0,3,3,1.4,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.933333333333333,0.0,0,2,0,0,FALSE
0,12,135,5,0,2,2,8,3,24,0,10,3,3,68,1,3,8,17,0,2,5,3,20,8,5,17,51,15,1.33,16,32,5,23,2,3,3,50,1,0,3,2,4,3.3333333333333304,3,6,4.33333333333333,2,7,3.3333333333333304,1,2,1.5,0,7,7,1,160,25,1.0,1.0,0,1,1,0,FALSE
0,1,44,1,1,1,0,1,1,9,0,8,1,1,36,1,1,1,4,0,0,1,0,0,1,1,4,6,0,6.0,2,4,1,3,0,1,1,0,0,5,1,0,4,4.0,4,1,1.0,1,1,1.0,1,0,0.0,0,3,3,1,54,10,1.0,1.0,0,1,1,0,FALSE
0,14,59,3,0,3,1,3,3,21,0,4,3,1,28,1,1,3,12,0,0,3,1,8,3,3,12,25,5,1.12,6,17,3,13,3,1,3,100,1,0,5,2,1,1.0,1,5,5.0,5,3,3.0,3,1,1.0,1,6,6,1,68,9,1.0,1.0,0,1,1,0,FALSE
0,11,202,4,0,2,4,11,2,21,0,9,2,6,93,1,6,11,35,2,2,4,4,34,11,9,35,91,20,1.02,19,55,4,43,1,6,2,77,1,0,8,2,4,3.1666666666666696,2,7,4.33333333333333,2,4,1.8333333333333304,1,2,1.0,0,8,8,2,306,104,0.96039603960396,0.875,0,1,2,1,FALSE
0,14,106,5,0,3,2,7,3,27,0,8,3,2,45,2,2,6,19,0,1,6,2,17,6,5,19,47,11,0.96,14,30,5,23,4,2,4,25,1,0,6,2,3,2.5,2,10,6.5,3,7,4.0,1,2,1.2,0,6,6,1,146,40,1.0,1.0,0,1,1,0,FALSE
0,4,48,1,0,1,0,2,1,7,0,3,1,2,29,1,2,2,7,0,1,1,2,2,2,2,7,15,2,1.93,4,9,1,6,0,2,1,0,1,0,2,2,3,2.0,1,3,2.0,1,1,1.0,1,0,0.0,0,5,5,1,54,6,1.0,1.0,0,1,1,0,FALSE
0,11,85,8,2,1,1,11,3,12,0,0,3,4,17,1,4,11,17,0,1,8,2,21,11,4,18,57,15,0.3,11,33,8,21,0,4,3,62,1,1,2,1,6,2.0,0,11,3.5,1,8,2.75,1,6,3.0,0,0,0,0,0,0,0.658823529411765,0.0,0,2,0,1,FALSE
0,0,33,1,0,0,0,2,0,0,0,0,0,0,27,1,2,2,4,0,2,1,2,0,2,2,2,4,0,6.75,2,2,1,1,0,2,0,100,1,0,0,1,0,0.0,0,1,1.0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0.5,0.0,0,2,0,0,FALSE
0,15,151,7,0,2,3,19,3,17,0,0,3,7,27,2,7,19,36,1,1,7,6,51,19,13,33,110,35,0.25,14,68,7,50,0,7,3,70,2,0,9,2,3,2.0,1,10,4.0,1,7,2.71428571428571,1,2,0.9,0,2,2,1,19,8,0.6887417218543052,1.0,0,3,1,0,FALSE
0,12,93,3,0,2,2,6,2,18,0,5,2,3,36,1,3,6,18,2,0,3,1,18,6,5,16,48,10,0.75,9,26,3,19,0,3,2,83,3,1,5,1,9,4.66666666666667,1,6,4.33333333333333,2,3,2.0,1,2,1.4,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,4,73,1,0,1,1,3,1,12,0,7,1,3,44,1,3,3,10,0,0,1,3,5,3,3,8,22,3,2.0,7,11,1,7,0,3,1,100,3,0,2,1,5,2.3333333333333304,0,7,3.6666666666666696,2,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,7,176,4,0,1,1,14,1,12,0,4,1,10,63,2,10,14,26,5,2,4,5,32,14,10,26,88,21,0.72,25,47,4,33,0,10,1,81,2,10,6,2,8,3.3,1,12,2.6,0,6,1.6,1,1,0.23076923076923106,0,2,2,1,17,8,0.795454545454545,1.0,0,2,1,3,TRUE
0,4,115,1,1,1,0,6,1,10,0,6,1,6,65,2,6,6,18,0,3,1,5,9,6,6,18,41,9,1.59,9,27,1,20,0,6,1,60,3,10,4,1,12,7.0,4,5,1.6666666666666698,0,1,1.0,1,0,0.0,0,1,1,1,2,3,0.834782608695652,1.0,0,2,1,2,FALSE
