datasetName,fileName,Ins,Ins(buggy),Ins(clean),buggy/Ins,IL,IL(buggy),IL(clean),IL/Ins,IL(buggy)/Ins(buggy),IL(clean)/Ins(clean)
IND-JLMIV+R-2020,deltaspike-0.4.csv,314,25,289,0.07961783439490445,3,2,1,0.009554140127388535,0.08,0.0034602076124567475
IND-JLMIV+R-2020,deltaspike-0.5.csv,492,32,460,0.06504065040650407,3,2,1,0.006097560975609756,0.0625,0.002173913043478261
IND-JLMIV+R-2020,deltaspike-0.6.csv,578,28,550,0.04844290657439446,6,3,3,0.010380622837370242,0.10714285714285714,0.005454545454545455
IND-JLMIV+R-2020,deltaspike-0.7.csv,589,29,560,0.04923599320882852,6,3,3,0.010186757215619695,0.10344827586206896,0.005357142857142857
IND-JLMIV+R-2020,deltaspike-1.0.0.csv,615,28,587,0.04552845528455285,6,3,3,0.00975609756097561,0.10714285714285714,0.005110732538330494
IND-JLMIV+R-2020,deltaspike-1.1.0.csv,634,26,608,0.04100946372239748,6,2,4,0.00946372239747634,0.07692307692307693,0.006578947368421052
IND-JLMIV+R-2020,deltaspike-1.2.0.csv,636,24,612,0.03773584905660377,5,1,4,0.007861635220125786,0.041666666666666664,0.006535947712418301
IND-JLMIV+R-2020,deltaspike-1.3.0.csv,645,21,624,0.03255813953488372,5,1,4,0.007751937984496124,0.047619047619047616,0.00641025641025641
IND-JLMIV+R-2020,deltaspike-1.4.0.csv,649,24,625,0.03697996918335902,7,3,4,0.01078582434514638,0.125,0.0064
IND-JLMIV+R-2020,deltaspike-1.5.0.csv,661,24,637,0.036308623298033284,7,5,2,0.01059001512859304,0.20833333333333334,0.0031397174254317113
IND-JLMIV+R-2020,deltaspike-1.6.0.csv,693,14,679,0.020202020202020204,4,0,4,0.005772005772005772,0.0,0.005891016200294551
IND-JLMIV+R-2020,deltaspike-1.7.0.csv,708,12,696,0.01694915254237288,4,0,4,0.005649717514124294,0.0,0.005747126436781609
IND-JLMIV+R-2020,deltaspike-1.8.0.csv,725,8,717,0.011034482758620689,4,2,2,0.005517241379310344,0.25,0.002789400278940028
IND-JLMIV+R-2020,eagle-0.3.0.csv,681,18,663,0.02643171806167401,1,1,0,0.0014684287812041115,0.05555555555555555,0.0
IND-JLMIV+R-2020,eagle-0.4.0.csv,731,4,727,0.005471956224350205,1,1,0,0.0013679890560875513,0.25,0.0
IND-JLMIV+R-2020,eagle-0.5.0.csv,1381,0,1381,0.0,2,0,2,0.001448225923244026,,0.001448225923244026
IND-JLMIV+R-2020,giraph-0.1.0.csv,105,0,105,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,giraph-1.0.0.csv,431,27,404,0.06264501160092807,2,1,1,0.004640371229698376,0.037037037037037035,0.0024752475247524753
IND-JLMIV+R-2020,giraph-1.10.csv,753,15,738,0.0199203187250996,2,2,0,0.0026560424966799467,0.13333333333333333,0.0
IND-JLMIV+R-2020,gora-0.1.csv,97,11,86,0.1134020618556701,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,gora-0.2.csv,104,9,95,0.08653846153846154,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,gora-0.3.csv,132,5,127,0.03787878787878788,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,gora-0.4.csv,146,11,135,0.07534246575342465,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,gora-0.5.csv,169,13,156,0.07692307692307693,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,gora-0.6.csv,170,9,161,0.052941176470588235,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,gora-0.7.csv,201,0,201,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,gora-0.8.csv,210,0,210,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,jspwiki-1.4.0.csv,13,1,12,0.07692307692307693,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,jspwiki-1.5.0.csv,13,1,12,0.07692307692307693,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,jspwiki-1.6.0.csv,14,1,13,0.07142857142857142,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,jspwiki-1.7.0.csv,34,1,33,0.029411764705882353,1,1,0,0.029411764705882353,1.0,0.0
IND-JLMIV+R-2020,jspwiki-1.8.0.csv,39,1,38,0.02564102564102564,1,1,0,0.02564102564102564,1.0,0.0
IND-JLMIV+R-2020,jspwiki-2.0.36.csv,103,1,102,0.009708737864077669,1,1,0,0.009708737864077669,1.0,0.0
IND-JLMIV+R-2020,jspwiki-2.10.0.csv,351,3,348,0.008547008547008548,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,jspwiki-2.2.19.csv,218,1,217,0.0045871559633027525,1,1,0,0.0045871559633027525,1.0,0.0
IND-JLMIV+R-2020,jspwiki-2.4.56.csv,307,9,298,0.029315960912052116,3,1,2,0.009771986970684038,0.1111111111111111,0.006711409395973154
IND-JLMIV+R-2020,jspwiki-2.6.0.csv,364,17,347,0.046703296703296704,3,3,0,0.008241758241758242,0.17647058823529413,0.0
IND-JLMIV+R-2020,jspwiki-2.8.0.csv,730,4,726,0.005479452054794521,2,0,2,0.0027397260273972603,0.0,0.0027548209366391185
IND-JLMIV+R-2020,jspwiki-2.9.0.csv,372,4,368,0.010752688172043012,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,knox-0.10.0.csv,621,27,594,0.043478260869565216,8,7,1,0.01288244766505636,0.25925925925925924,0.0016835016835016834
IND-JLMIV+R-2020,knox-0.11.0.csv,648,26,622,0.040123456790123455,5,5,0,0.007716049382716049,0.19230769230769232,0.0
IND-JLMIV+R-2020,knox-0.12.0.csv,670,22,648,0.03283582089552239,3,3,0,0.004477611940298508,0.13636363636363635,0.0
IND-JLMIV+R-2020,knox-0.13.0.csv,683,12,671,0.017569546120058566,3,2,1,0.004392386530014641,0.16666666666666666,0.0014903129657228018
IND-JLMIV+R-2020,knox-0.14.0.csv,738,8,730,0.01084010840108401,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,knox-0.3.0.csv,388,41,347,0.1056701030927835,25,5,20,0.06443298969072164,0.12195121951219512,0.05763688760806916
IND-JLMIV+R-2020,knox-0.4.0.csv,444,36,408,0.08108108108108109,35,6,29,0.07882882882882883,0.16666666666666666,0.07107843137254902
IND-JLMIV+R-2020,knox-0.5.0.csv,496,49,447,0.09879032258064516,40,19,21,0.08064516129032258,0.3877551020408163,0.04697986577181208
IND-JLMIV+R-2020,knox-0.6.0.csv,542,69,473,0.12730627306273062,40,31,9,0.07380073800738007,0.4492753623188406,0.019027484143763214
IND-JLMIV+R-2020,knox-0.7.0.csv,590,32,558,0.05423728813559322,16,16,0,0.02711864406779661,0.5,0.0
IND-JLMIV+R-2020,knox-0.8.0.csv,594,33,561,0.05555555555555555,17,17,0,0.02861952861952862,0.5151515151515151,0.0
IND-JLMIV+R-2020,knox-0.9.0.csv,609,25,584,0.041050903119868636,7,5,2,0.011494252873563218,0.2,0.003424657534246575
IND-JLMIV+R-2020,knox-1.0.0.csv,762,24,738,0.031496062992125984,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,kylin-0.6.1.csv,376,11,365,0.02925531914893617,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,kylin-0.7.1.csv,489,28,461,0.05725971370143149,1,1,0,0.002044989775051125,0.03571428571428571,0.0
IND-JLMIV+R-2020,kylin-1.0.0.csv,505,23,482,0.04554455445544554,11,5,6,0.02178217821782178,0.21739130434782608,0.012448132780082987
IND-JLMIV+R-2020,kylin-1.1.0.csv,504,17,487,0.03373015873015873,11,5,6,0.021825396825396824,0.29411764705882354,0.012320328542094456
IND-JLMIV+R-2020,kylin-1.2.0.csv,514,17,497,0.033073929961089495,7,2,5,0.013618677042801557,0.11764705882352941,0.01006036217303823
IND-JLMIV+R-2020,kylin-1.3.0.csv,530,11,519,0.020754716981132074,7,1,6,0.013207547169811321,0.09090909090909091,0.011560693641618497
IND-JLMIV+R-2020,kylin-1.5.0.csv,739,60,679,0.08119079837618404,6,3,3,0.008119079837618403,0.05,0.004418262150220913
IND-JLMIV+R-2020,kylin-1.6.0.csv,790,39,751,0.049367088607594936,7,1,6,0.008860759493670886,0.02564102564102564,0.007989347536617843
IND-JLMIV+R-2020,kylin-2.0.0.csv,856,38,818,0.04439252336448598,17,0,17,0.01985981308411215,0.0,0.02078239608801956
IND-JLMIV+R-2020,kylin-2.1.0.csv,936,55,881,0.05876068376068376,18,15,3,0.019230769230769232,0.2727272727272727,0.00340522133938706
IND-JLMIV+R-2020,kylin-2.2.0.csv,1003,47,956,0.04685942173479561,14,12,2,0.013958125623130608,0.2553191489361702,0.0020920502092050207
IND-JLMIV+R-2020,lens-2.6.0.csv,584,12,572,0.02054794520547945,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,lens-2.7.0.csv,629,4,625,0.006359300476947536,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,mahout-0.1.csv,264,28,236,0.10606060606060606,1,0,1,0.003787878787878788,0.0,0.00423728813559322
IND-JLMIV+R-2020,mahout-0.10.0.csv,823,9,814,0.010935601458080195,2,2,0,0.002430133657351154,0.2222222222222222,0.0
IND-JLMIV+R-2020,mahout-0.11.0.csv,829,4,825,0.0048250904704463205,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,mahout-0.12.0.csv,810,1,809,0.0012345679012345679,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,mahout-0.13.0.csv,814,0,814,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,mahout-0.2.csv,425,25,400,0.058823529411764705,3,0,3,0.007058823529411765,0.0,0.0075
IND-JLMIV+R-2020,mahout-0.3.csv,699,29,670,0.04148783977110158,6,1,5,0.008583690987124463,0.034482758620689655,0.007462686567164179
IND-JLMIV+R-2020,mahout-0.4.csv,763,73,690,0.09567496723460026,16,5,11,0.020969855832241154,0.0684931506849315,0.015942028985507246
IND-JLMIV+R-2020,mahout-0.5.csv,777,53,724,0.0682110682110682,11,11,0,0.014157014157014158,0.20754716981132076,0.0
IND-JLMIV+R-2020,mahout-0.6.csv,893,52,841,0.05823068309070549,3,3,0,0.0033594624860022394,0.057692307692307696,0.0
IND-JLMIV+R-2020,mahout-0.7.csv,834,38,796,0.045563549160671464,3,2,1,0.0035971223021582736,0.05263157894736842,0.001256281407035176
IND-JLMIV+R-2020,mahout-0.8.csv,906,33,873,0.03642384105960265,3,1,2,0.0033112582781456954,0.030303030303030304,0.002290950744558992
IND-JLMIV+R-2020,mahout-0.9.csv,836,17,819,0.02033492822966507,4,3,1,0.004784688995215311,0.17647058823529413,0.001221001221001221
IND-JLMIV+R-2020,manifoldcf-0.1.csv,430,28,402,0.06511627906976744,20,14,6,0.046511627906976744,0.5,0.014925373134328358
IND-JLMIV+R-2020,manifoldcf-0.2.csv,433,25,408,0.057736720554272515,20,11,9,0.046189376443418015,0.44,0.022058823529411766
IND-JLMIV+R-2020,manifoldcf-0.3.csv,492,28,464,0.056910569105691054,15,9,6,0.03048780487804878,0.32142857142857145,0.01293103448275862
IND-JLMIV+R-2020,manifoldcf-0.4.csv,513,32,481,0.06237816764132553,19,11,8,0.037037037037037035,0.34375,0.016632016632016633
IND-JLMIV+R-2020,manifoldcf-0.5.csv,546,34,512,0.06227106227106227,21,13,8,0.038461538461538464,0.38235294117647056,0.015625
IND-JLMIV+R-2020,manifoldcf-0.6.csv,632,65,567,0.10284810126582279,22,18,4,0.03481012658227848,0.27692307692307694,0.007054673721340388
IND-JLMIV+R-2020,manifoldcf-1.0.csv,640,56,584,0.0875,18,11,7,0.028125,0.19642857142857142,0.011986301369863013
IND-JLMIV+R-2020,manifoldcf-1.1.csv,647,55,592,0.08500772797527048,19,9,10,0.02936630602782071,0.16363636363636364,0.016891891891891893
IND-JLMIV+R-2020,manifoldcf-1.10.csv,999,19,980,0.01901901901901902,23,3,20,0.023023023023023025,0.15789473684210525,0.02040816326530612
IND-JLMIV+R-2020,manifoldcf-1.2.csv,688,57,631,0.08284883720930232,22,13,9,0.03197674418604651,0.22807017543859648,0.014263074484944533
IND-JLMIV+R-2020,manifoldcf-1.3.csv,771,58,713,0.07522697795071336,27,14,13,0.03501945525291829,0.2413793103448276,0.0182328190743338
IND-JLMIV+R-2020,manifoldcf-1.4.csv,780,43,737,0.05512820512820513,23,15,8,0.029487179487179487,0.3488372093023256,0.010854816824966078
IND-JLMIV+R-2020,manifoldcf-1.5.csv,862,31,831,0.03596287703016241,18,8,10,0.02088167053364269,0.25806451612903225,0.012033694344163659
IND-JLMIV+R-2020,manifoldcf-1.6.csv,863,32,831,0.03707995365005794,18,8,10,0.02085747392815759,0.25,0.012033694344163659
IND-JLMIV+R-2020,manifoldcf-1.7.csv,928,38,890,0.040948275862068964,17,9,8,0.018318965517241378,0.23684210526315788,0.008988764044943821
IND-JLMIV+R-2020,manifoldcf-1.8.csv,942,26,916,0.027600849256900213,20,6,14,0.021231422505307854,0.23076923076923078,0.015283842794759825
IND-JLMIV+R-2020,manifoldcf-1.9.csv,978,22,956,0.022494887525562373,22,4,18,0.022494887525562373,0.18181818181818182,0.01882845188284519
IND-JLMIV+R-2020,manifoldcf-2.0.csv,933,35,898,0.03751339764201501,20,13,7,0.021436227224008574,0.37142857142857144,0.0077951002227171495
IND-JLMIV+R-2020,manifoldcf-2.1.csv,969,34,935,0.03508771929824561,22,15,7,0.022703818369453045,0.4411764705882353,0.0074866310160427805
IND-JLMIV+R-2020,manifoldcf-2.10.csv,1058,11,1047,0.010396975425330813,13,2,11,0.012287334593572778,0.18181818181818182,0.010506208213944603
IND-JLMIV+R-2020,manifoldcf-2.2.csv,995,32,963,0.032160804020100506,23,15,8,0.023115577889447236,0.46875,0.008307372793354102
IND-JLMIV+R-2020,manifoldcf-2.3.csv,1017,37,980,0.03638151425762045,26,17,9,0.025565388397246803,0.4594594594594595,0.009183673469387756
IND-JLMIV+R-2020,manifoldcf-2.4.csv,1020,32,988,0.03137254901960784,26,14,12,0.025490196078431372,0.4375,0.012145748987854251
IND-JLMIV+R-2020,manifoldcf-2.5.csv,1021,28,993,0.02742409402546523,26,12,14,0.025465230166503428,0.42857142857142855,0.014098690835850957
IND-JLMIV+R-2020,manifoldcf-2.6.csv,1026,26,1000,0.025341130604288498,25,10,15,0.024366471734892786,0.38461538461538464,0.015
IND-JLMIV+R-2020,manifoldcf-2.7.csv,1026,15,1011,0.014619883040935672,26,9,17,0.025341130604288498,0.6,0.016815034619188922
IND-JLMIV+R-2020,manifoldcf-2.8.csv,1041,24,1017,0.023054755043227664,25,18,7,0.024015369836695485,0.75,0.00688298918387414
IND-JLMIV+R-2020,manifoldcf-2.9.csv,1047,13,1034,0.012416427889207259,14,3,11,0.013371537726838587,0.23076923076923078,0.010638297872340425
IND-JLMIV+R-2020,nutch-0.7.csv,327,14,313,0.04281345565749235,3,1,2,0.009174311926605505,0.07142857142857142,0.006389776357827476
IND-JLMIV+R-2020,nutch-0.8.csv,319,28,291,0.0877742946708464,7,4,3,0.0219435736677116,0.14285714285714285,0.010309278350515464
IND-JLMIV+R-2020,nutch-0.9.csv,332,26,306,0.0783132530120482,8,5,3,0.024096385542168676,0.19230769230769232,0.00980392156862745
IND-JLMIV+R-2020,nutch-1.0.csv,358,36,322,0.1005586592178771,8,4,4,0.0223463687150838,0.1111111111111111,0.012422360248447204
IND-JLMIV+R-2020,nutch-1.1.csv,364,31,333,0.08516483516483517,12,6,6,0.03296703296703297,0.1935483870967742,0.018018018018018018
IND-JLMIV+R-2020,nutch-1.10.csv,284,14,270,0.04929577464788732,18,7,11,0.06338028169014084,0.5,0.040740740740740744
IND-JLMIV+R-2020,nutch-1.11.csv,382,13,369,0.034031413612565446,15,4,11,0.03926701570680628,0.3076923076923077,0.02981029810298103
IND-JLMIV+R-2020,nutch-1.12.csv,397,27,370,0.06801007556675064,14,10,4,0.03526448362720403,0.37037037037037035,0.010810810810810811
IND-JLMIV+R-2020,nutch-1.13.csv,404,25,379,0.06188118811881188,7,4,3,0.017326732673267328,0.16,0.0079155672823219
IND-JLMIV+R-2020,nutch-1.14.csv,413,7,406,0.01694915254237288,5,1,4,0.012106537530266344,0.14285714285714285,0.009852216748768473
IND-JLMIV+R-2020,nutch-1.2.csv,371,24,347,0.0646900269541779,14,6,8,0.03773584905660377,0.25,0.023054755043227664
IND-JLMIV+R-2020,nutch-1.3.csv,245,25,220,0.10204081632653061,14,7,7,0.05714285714285714,0.28,0.031818181818181815
IND-JLMIV+R-2020,nutch-1.4.csv,246,26,220,0.10569105691056911,16,8,8,0.06504065040650407,0.3076923076923077,0.03636363636363636
IND-JLMIV+R-2020,nutch-1.5.csv,249,31,218,0.12449799196787148,17,12,5,0.06827309236947791,0.3870967741935484,0.022935779816513763
IND-JLMIV+R-2020,nutch-1.6.csv,250,28,222,0.112,16,10,6,0.064,0.35714285714285715,0.02702702702702703
IND-JLMIV+R-2020,nutch-1.7.csv,254,20,234,0.07874015748031496,15,7,8,0.05905511811023622,0.35,0.03418803418803419
IND-JLMIV+R-2020,nutch-1.8.csv,256,11,245,0.04296875,13,2,11,0.05078125,0.18181818181818182,0.044897959183673466
IND-JLMIV+R-2020,nutch-1.9.csv,246,9,237,0.036585365853658534,15,2,13,0.06097560975609756,0.2222222222222222,0.05485232067510549
IND-JLMIV+R-2020,nutch-2.0.csv,500,23,477,0.046,13,4,9,0.026,0.17391304347826086,0.018867924528301886
IND-JLMIV+R-2020,nutch-2.1.csv,252,19,233,0.07539682539682539,15,3,12,0.05952380952380952,0.15789473684210525,0.05150214592274678
IND-JLMIV+R-2020,nutch-2.2.csv,255,32,223,0.12549019607843137,13,12,1,0.050980392156862744,0.375,0.004484304932735426
IND-JLMIV+R-2020,nutch-2.3.csv,323,9,314,0.02786377708978328,1,0,1,0.0030959752321981426,0.0,0.0031847133757961785
IND-JLMIV+R-2020,opennlp-1.7.0.csv,632,11,621,0.01740506329113924,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,opennlp-1.8.0.csv,626,5,621,0.007987220447284345,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,parquet-mr-1.0.0.csv,221,5,216,0.02262443438914027,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,parquet-mr-1.1.0.csv,224,5,219,0.022321428571428572,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,parquet-mr-1.2.0.csv,236,5,231,0.0211864406779661,1,1,0,0.00423728813559322,0.2,0.0
IND-JLMIV+R-2020,parquet-mr-1.3.0.csv,274,7,267,0.025547445255474453,2,1,1,0.0072992700729927005,0.14285714285714285,0.003745318352059925
IND-JLMIV+R-2020,parquet-mr-1.4.0.csv,309,16,293,0.05177993527508091,3,2,1,0.009708737864077669,0.125,0.0034129692832764505
IND-JLMIV+R-2020,parquet-mr-1.5.0.csv,323,19,304,0.058823529411764705,3,3,0,0.009287925696594427,0.15789473684210525,0.0
IND-JLMIV+R-2020,parquet-mr-1.6.0.csv,377,13,364,0.034482758620689655,1,1,0,0.002652519893899204,0.07692307692307693,0.0
IND-JLMIV+R-2020,parquet-mr-1.7.0.csv,377,30,347,0.07957559681697612,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,santuario-java-1.0.0.csv,165,0,165,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,santuario-java-1.2.0.csv,121,0,121,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,santuario-java-1.4.5.csv,257,2,255,0.007782101167315175,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,santuario-java-2.0.0.csv,389,21,368,0.05398457583547558,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,santuario-java-2.1.0.csv,463,1,462,0.0021598272138228943,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,systemml-0.10.csv,884,70,814,0.07918552036199095,15,10,5,0.016968325791855202,0.14285714285714285,0.006142506142506142
IND-JLMIV+R-2020,systemml-0.11.csv,973,90,883,0.09249743062692703,19,16,3,0.019527235354573486,0.17777777777777778,0.0033975084937712344
IND-JLMIV+R-2020,systemml-0.12.csv,964,87,877,0.09024896265560166,21,19,2,0.021784232365145227,0.21839080459770116,0.002280501710376283
IND-JLMIV+R-2020,systemml-0.13.csv,971,79,892,0.08135942327497425,18,16,2,0.018537590113285273,0.20253164556962025,0.002242152466367713
IND-JLMIV+R-2020,systemml-0.14.csv,1008,74,934,0.07341269841269842,10,7,3,0.00992063492063492,0.0945945945945946,0.0032119914346895075
IND-JLMIV+R-2020,systemml-0.15.csv,1029,57,972,0.05539358600583091,5,5,0,0.004859086491739553,0.08771929824561403,0.0
IND-JLMIV+R-2020,systemml-0.9.csv,851,70,781,0.08225616921269095,7,3,4,0.008225616921269096,0.04285714285714286,0.005121638924455826
IND-JLMIV+R-2020,systemml-1.0.0.csv,1042,45,997,0.04318618042226487,3,2,1,0.0028790786948176585,0.044444444444444446,0.0010030090270812437
IND-JLMIV+R-2020,systemml-1.1.0.csv,1035,43,992,0.04154589371980676,3,2,1,0.002898550724637681,0.046511627906976744,0.0010080645161290322
IND-JLMIV+R-2020,systemml-1.2.0.csv,1073,0,1073,0.0,2,0,2,0.001863932898415657,,0.001863932898415657
IND-JLMIV+R-2020,tika-0.1.csv,61,5,56,0.08196721311475409,1,1,0,0.01639344262295082,0.2,0.0
IND-JLMIV+R-2020,tika-0.10.csv,269,41,228,0.1524163568773234,14,12,2,0.05204460966542751,0.2926829268292683,0.008771929824561403
IND-JLMIV+R-2020,tika-0.2.csv,101,15,86,0.1485148514851485,1,1,0,0.009900990099009901,0.06666666666666667,0.0
IND-JLMIV+R-2020,tika-0.3.csv,119,16,103,0.13445378151260504,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,tika-0.4.csv,135,13,122,0.0962962962962963,3,1,2,0.022222222222222223,0.07692307692307693,0.01639344262295082
IND-JLMIV+R-2020,tika-0.5.csv,146,11,135,0.07534246575342465,3,1,2,0.02054794520547945,0.09090909090909091,0.014814814814814815
IND-JLMIV+R-2020,tika-0.6.csv,149,17,132,0.11409395973154363,5,3,2,0.03355704697986577,0.17647058823529413,0.015151515151515152
IND-JLMIV+R-2020,tika-0.7.csv,159,20,139,0.12578616352201258,6,2,4,0.03773584905660377,0.1,0.02877697841726619
IND-JLMIV+R-2020,tika-0.8.csv,200,31,169,0.155,11,5,6,0.055,0.16129032258064516,0.03550295857988166
IND-JLMIV+R-2020,tika-0.9.csv,222,44,178,0.1981981981981982,12,11,1,0.05405405405405406,0.25,0.0056179775280898875
IND-JLMIV+R-2020,tika-1.0.csv,269,40,229,0.14869888475836432,16,14,2,0.05947955390334572,0.35,0.008733624454148471
IND-JLMIV+R-2020,tika-1.1.csv,275,33,242,0.12,9,8,1,0.03272727272727273,0.24242424242424243,0.004132231404958678
IND-JLMIV+R-2020,tika-1.10.csv,473,22,451,0.046511627906976744,9,2,7,0.019027484143763214,0.09090909090909091,0.015521064301552107
IND-JLMIV+R-2020,tika-1.11.csv,479,27,452,0.05636743215031315,9,6,3,0.018789144050104383,0.2222222222222222,0.00663716814159292
IND-JLMIV+R-2020,tika-1.12.csv,488,26,462,0.05327868852459016,7,5,2,0.014344262295081968,0.19230769230769232,0.004329004329004329
IND-JLMIV+R-2020,tika-1.13.csv,506,22,484,0.043478260869565216,4,2,2,0.007905138339920948,0.09090909090909091,0.004132231404958678
IND-JLMIV+R-2020,tika-1.14.csv,538,25,513,0.046468401486988845,2,0,2,0.0037174721189591076,0.0,0.003898635477582846
IND-JLMIV+R-2020,tika-1.15.csv,636,25,611,0.03930817610062893,2,0,2,0.0031446540880503146,0.0,0.0032733224222585926
IND-JLMIV+R-2020,tika-1.16.csv,642,24,618,0.037383177570093455,2,0,2,0.003115264797507788,0.0,0.003236245954692557
IND-JLMIV+R-2020,tika-1.17.csv,651,16,635,0.02457757296466974,2,0,2,0.0030721966205837174,0.0,0.0031496062992125984
IND-JLMIV+R-2020,tika-1.2.csv,307,38,269,0.1237785016286645,11,11,0,0.035830618892508145,0.2894736842105263,0.0
IND-JLMIV+R-2020,tika-1.3.csv,311,30,281,0.09646302250803858,11,8,3,0.03536977491961415,0.26666666666666666,0.010676156583629894
IND-JLMIV+R-2020,tika-1.4.csv,318,33,285,0.10377358490566038,10,9,1,0.031446540880503145,0.2727272727272727,0.0035087719298245615
IND-JLMIV+R-2020,tika-1.5.csv,321,20,301,0.06230529595015576,7,4,3,0.021806853582554516,0.2,0.009966777408637873
IND-JLMIV+R-2020,tika-1.6.csv,344,23,321,0.06686046511627906,5,4,1,0.014534883720930232,0.17391304347826086,0.003115264797507788
IND-JLMIV+R-2020,tika-1.7.csv,363,21,342,0.05785123966942149,5,4,1,0.013774104683195593,0.19047619047619047,0.0029239766081871343
IND-JLMIV+R-2020,tika-1.8.csv,436,19,417,0.04357798165137615,6,3,3,0.013761467889908258,0.15789473684210525,0.007194244604316547
IND-JLMIV+R-2020,tika-1.9.csv,464,28,436,0.0603448275862069,10,6,4,0.021551724137931036,0.21428571428571427,0.009174311926605505
IND-JLMIV+R-2020,wss4j-1.5.0.csv,278,12,266,0.04316546762589928,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,wss4j-1.6.0.csv,135,13,122,0.0962962962962963,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,wss4j-2.0.0.csv,482,11,471,0.022821576763485476,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,wss4j-2.1.0.csv,493,10,483,0.02028397565922921,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,wss4j-2.2.0.csv,500,0,500,0.0,0,0,0,0.0,,0.0
