className,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity
org.apache.velocity.runtime.parser.node.ASTVariable,3,2,0,3,6,3,0,3,3,2.0,17,0.0,0,0.9642857140000001,0.533333333,0,0,4.666666667,1,0.3333,1,0.058823529411764705
org.apache.velocity.runtime.resource.ResourceCacheImpl,6,1,0,5,19,0,1,4,6,0.5,61,1.0,1,0.0,0.45833333299999995,0,0,8.833333332999999,1,0.8333,1,0.01639344262295082
org.apache.velocity.test.ContextSafetyTestCase,3,4,0,10,26,3,0,10,3,2.0,155,0.0,0,0.9642857140000001,0.666666667,2,4,50.66666667,2,1.0,0,0.0
org.apache.velocity.runtime.RuntimeServices,28,1,0,67,28,378,60,11,28,2.0,28,0.0,0,0.0,0.23809523800000001,0,0,0.0,1,1.0,1,0.03571428571428571
org.apache.velocity.runtime.directive.Directive,8,1,5,20,9,16,14,7,8,0.761904762,40,1.0,1,0.0,0.3125,0,0,3.625,1,0.875,1,0.05
org.apache.velocity.runtime.log.NullLogSystem,3,1,0,3,4,3,1,2,3,2.0,8,0.0,0,0.0,0.5,0,0,1.6666666669999999,1,0.6667,1,0.125
org.apache.velocity.runtime.directive.Literal,5,2,0,4,10,8,0,4,5,0.75,31,0.0,0,0.636363636,0.44,0,0,5.0,1,0.8,1,0.06451612903225806
org.apache.velocity.anakia.AnakiaTask,13,4,0,24,76,38,0,24,10,0.833333333,683,1.0,1,0.8666666670000001,0.5,2,2,50.46153846,5,1.4615,1,0.0014641288433382138
org.apache.velocity.anakia.XPathTool,4,1,0,6,10,6,1,5,4,2.0,34,0.0,0,0.0,0.5,0,0,7.5,1,0.75,1,0.029411764705882353
org.apache.velocity.runtime.parser.node.ASTText,5,2,0,8,12,8,4,6,5,0.75,38,1.0,0,0.9,0.4,0,0,6.4,1,0.6,1,0.05263157894736842
org.apache.velocity.runtime.parser.node.Node,24,1,0,44,24,276,38,6,24,2.0,24,0.0,0,0.0,0.244047619,0,0,0.0,1,1.0,1,0.08333333333333333
org.apache.velocity.util.introspection.Info,5,1,0,6,6,4,6,0,4,0.75,32,1.0,0,0.0,0.46666666700000003,0,0,4.8,1,0.6,1,0.03125
org.apache.velocity.test.IntrospectorTestCase2,5,4,0,8,21,10,0,8,3,1.0,110,0.0,0,0.947368421,0.5,3,3,20.6,5,1.4,0,0.0
org.apache.velocity.test.IntrospectorTestCase3,4,4,0,7,18,6,0,7,3,1.0,308,0.0,0,0.947368421,0.5,0,0,75.5,2,1.0,0,0.0
org.apache.velocity.runtime.parser.node.ASTReference,14,2,0,21,61,29,7,16,13,0.78974359,782,1.0,1,0.692307692,0.253968254,1,2,53.78571429,18,2.2143,1,0.005115089514066497
org.apache.velocity.runtime.parser.node.ASTNotNode,5,2,0,8,10,10,4,6,5,2.0,39,0.0,0,0.9,0.4,1,2,6.8,1,0.6,1,0.02564102564102564
org.apache.velocity.app.event.MethodExceptionEventHandler,1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,2.0
org.apache.velocity.runtime.parser.node.GetExecutor,3,2,0,6,13,0,1,5,3,0.0,86,1.0,0,0.6,0.47619047600000003,1,2,27.33333333,1,0.6667,1,0.023255813953488372
org.apache.velocity.test.TemplateTestBase,0,1,0,6,0,0,6,0,0,2.0,7,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0
org.apache.velocity.runtime.parser.node.ASTOrNode,5,2,0,8,11,10,4,6,5,2.0,52,0.0,0,0.9,0.4,1,1,9.4,1,0.6,1,0.019230769230769232
org.apache.velocity.test.ExternalLoggerTest,5,3,0,6,18,4,0,6,5,0.375,105,1.0,1,0.924528302,0.35,3,3,19.6,3,1.4,0,0.0
org.apache.velocity.test.BaseTestCase,6,3,17,22,26,13,17,5,1,0.6,111,1.0,0,0.907407407,0.75,0,0,17.33333333,3,1.3333,0,0.0
org.apache.velocity.runtime.log.Log4JLogSystem,10,1,0,12,50,0,0,12,4,0.36111111100000004,353,1.0,1,0.0,0.325,0,0,33.9,2,1.1,1,0.0028328611898017
org.apache.velocity.runtime.parser.node.ASTIntegerRange,4,2,0,8,22,6,1,8,4,2.0,156,0.0,0,0.931034483,0.41666666700000005,1,1,38.0,1,0.5,1,0.00641025641025641
org.apache.velocity.runtime.resource.ResourceManagerImpl,8,1,0,12,66,0,0,12,5,0.728571429,593,0.8,2,0.0,0.45,0,0,71.875,8,2.125,1,0.003372681281618887
org.apache.velocity.runtime.parser.ParseException,5,3,1,11,18,0,10,1,4,0.55,387,0.4,1,0.8666666670000001,0.4,1,1,75.4,14,4.8,0,0.0
org.apache.velocity.test.AnakiaTestCase,3,4,0,3,8,3,0,3,3,1.5,33,1.0,0,0.9642857140000001,0.666666667,2,3,9.0,2,1.0,0,0.0
org.apache.velocity.runtime.resource.ResourceFactory,2,1,0,4,5,1,1,3,2,2.0,20,0.0,0,0.0,0.5,0,0,9.0,4,2.0,1,0.05
org.apache.velocity.runtime.parser.node.ASTEQNode,5,2,0,10,22,10,4,8,5,2.0,140,0.0,0,0.9,0.4,2,2,27.0,1,0.6,1,0.007142857142857143
org.apache.velocity.test.EncodingTestCase,3,4,0,8,22,3,0,8,3,2.0,207,0.0,0,0.9642857140000001,0.666666667,2,4,68.0,4,1.6667,0,0.0
org.apache.velocity.runtime.RuntimeSingleton,37,1,0,29,72,0,15,14,35,0.027777778,192,1.0,1,0.0,0.11419753099999999,0,0,4.1621621619999996,1,0.9459,1,0.005208333333333333
org.apache.velocity.util.introspection.IntrospectionCacheData,1,1,0,6,2,0,6,0,1,2.0,6,0.0,0,0.0,1.0,0,0,3.0,0,0.0,1,0.16666666666666666
org.apache.velocity.runtime.parser.node.ASTComment,6,2,0,9,14,11,3,8,5,0.8,70,1.0,0,0.9,0.4,0,0,10.33333333,1,0.5,1,0.02857142857142857
org.apache.velocity.util.introspection.VelPropertyGet,3,1,0,4,3,3,4,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,1,0.3333333333333333
org.apache.velocity.util.introspection.Uberspect,5,1,0,12,5,10,8,4,5,2.0,5,0.0,0,0.0,0.68,0,0,0.0,1,1.0,1,0.2
org.apache.velocity.test.TexenClasspathTestCase,4,4,0,3,8,6,0,3,3,1.333333333,62,1.0,0,0.947368421,0.75,2,4,14.0,5,1.75,0,0.0
org.apache.velocity.runtime.parser.node.ASTTrue,6,2,0,6,9,13,4,4,5,0.8,28,1.0,0,0.9,0.4,0,0,3.5,1,0.5,1,0.03571428571428571
org.apache.velocity.test.ClassloaderChangeTest,6,3,0,10,26,7,0,10,5,0.6,159,1.0,1,0.924528302,0.35,3,3,25.0,3,1.1667,0,0.0
org.apache.velocity.runtime.parser.CharStream,12,1,0,3,12,66,3,0,12,2.0,12,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0,0.0
