File,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/PatternParser.java,1,13,426,10,1,1,4,72,3,15,4,2,3,21,79,1,21,64,80,5,7,10,14,195,69,28,80,305,152,0.26,45,232,10,169,0,17,3,86,2,0,2,2,9,3.476190476,1,14,5.80952381,1,114,9,1,4,1.47826087,0,0,0,0,0,0,0.927230047,0,0,2,0,2,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/TernaryTree.java,5,11,665,10,1,2,1,84,2,14,6,2,2,33,184,3,33,81,90,2,14,10,25,272,82,60,89,413,234,0.45,77,323,10,241,0,27,3,73,1,1,3,3,12,4.909090909,0,12,4.303030303,1,44,3.696969697,1,3,0.918918919,0,0,0,0,0,0,0.963909774,0,0,1,0,3,FALSE,0,TRUE,1
contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/HyphenationCompoundWordTokenFilter.java,0,8,387,15,0,1,0,31,2,21,4,12,2,15,212,1,15,29,64,1,1,17,14,67,29,20,39,150,44,1.41,26,83,15,53,0,11,2,80,5,0,6,1,12,6.6,1,8,3.133333333,2,76,6,1,6,1.058823529,0,0,0,0,0,0,0.483204134,0,0,3,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/cz/CzechAnalyzer.java,0,6,260,4,0,1,3,14,2,14,1,8,2,9,123,2,9,14,64,1,3,4,8,56,14,9,37,115,30,1.07,23,67,4,50,0,8,2,84,3,0,13,1,15,4.444444444,1,10,3.666666667,1,4,1.555555556,1,2,0.769230769,0,0,0,0,0,0,0.380769231,0,0,3,0,5,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/cz/CzechStemFilter.java,0,7,60,3,0,1,0,4,2,7,0,0,2,2,28,1,2,4,15,0,3,3,2,11,4,2,14,27,6,1.04,6,20,3,15,0,2,2,50,4,0,3,1,4,4,4,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,0.833333333,0,0,2,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/cz/CzechStemmer.java,3,28,171,18,0,4,0,76,8,33,0,4,4,4,42,1,4,16,7,0,0,59,1,98,30,16,7,117,39,0.36,18,46,7,29,2,4,19,0,1,0,1,1,3,3,3,4,2.75,2,7,4.25,1,2,1.333333333,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/da/DanishAnalyzer.java,0,5,131,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,33,1,1,2,4,20,6,5,30,59,14,1.02,12,44,2,35,0,4,1,80,4,0,13,1,5,3.8,2,8,3.6,1,2,1.2,1,1,0.444444444,0,0,0,0,0,0,0.900763359,0,0,2,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanAnalyzer.java,0,4,249,2,0,1,4,13,1,10,1,6,1,11,119,2,11,13,68,1,1,2,10,46,13,11,43,112,24,1.06,21,67,2,52,0,10,1,84,4,0,15,1,5,2.727272727,1,9,3.454545455,1,2,1.090909091,1,3,0.4,0,0,0,0,0,0,0.353413655,0,0,3,0,5,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanLightStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanLightStemmer.java,3,15,138,18,0,3,0,58,11,17,0,0,4,4,56,1,4,15,6,0,0,18,1,52,42,12,7,66,33,0.85,16,40,6,24,2,4,15,0,1,0,0,1,3,3,3,4,2.25,1,8,5,2,2,1.666666667,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanMinimalStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanMinimalStemmer.java,0,26,95,20,0,13,0,23,20,31,0,0,12,1,56,1,1,12,3,0,0,23,1,21,20,13,4,29,30,1.93,10,34,12,21,5,1,23,0,1,0,0,1,3,3,3,2,2,2,196,196,196,3,3,3,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanStemFilter.java,0,6,114,4,0,1,0,12,2,10,0,4,2,5,54,1,5,9,23,0,4,7,5,19,9,5,20,50,12,1.08,11,32,4,22,0,5,2,65,4,0,3,1,8,3.8,1,9,3.2,1,4,1.8,1,3,1.428571429,0,0,0,0,0,0,0.51754386,0,0,5,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanStemmer.java,6,23,267,14,0,2,0,58,6,31,0,7,6,7,83,1,7,44,13,1,2,23,0,110,44,12,17,173,105,0.48,11,122,14,77,0,7,8,78,1,0,0,1,4,2.428571429,2,12,6.285714286,4,49,11.42857143,2,3,2.222222222,1,0,0,0,0,0,0.936329588,0,0,1,0,3,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/el/GreekAnalyzer.java,0,4,144,3,0,1,2,8,1,10,1,6,1,6,77,2,6,8,31,1,0,3,5,18,8,6,26,56,14,1.38,12,40,3,29,0,5,1,100,4,0,10,1,6,3,1,7,3,1,4,1.5,1,2,0.5,0,0,0,0,0,0,0.666666667,0,0,3,0,2,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/el/GreekLowerCaseFilter.java,1,14,134,23,0,1,0,28,7,22,0,12,2,4,76,1,4,7,18,0,2,23,3,47,28,4,17,70,19,1.09,19,36,3,29,2,4,7,62,4,0,3,1,6,3.25,2,7,3.75,2,10,3.75,1,2,1.166666667,0,0,0,0,0,0,0.791044776,0,0,2,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/el/GreekStemFilter.java,0,7,63,3,0,1,0,4,2,7,0,0,2,2,31,1,2,4,15,0,3,3,2,11,4,2,14,27,6,1.15,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/el/GreekStemmer.java,26,22,819,16,0,2,16,435,5,24,0,0,5,27,49,1,27,130,78,0,0,88,1,588,141,60,61,685,287,0.07,106,348,16,217,2,27,16,96,1,0,2,1,26,4.592592593,3,24,3.666666667,1,30,7.148148148,3,2,1.586206897,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/en/EnglishAnalyzer.java,0,5,118,3,0,1,1,7,1,12,1,7,1,5,58,2,5,7,29,1,1,3,4,17,7,5,27,50,13,1.16,10,40,3,31,0,4,1,60,4,0,13,1,5,4,2,10,4,1,4,1.6,1,2,0.555555556,0,0,0,0,0,0,0.872881356,0,0,2,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/en/EnglishMinimalStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/en/EnglishMinimalStemmer.java,0,16,46,7,0,6,0,14,7,17,0,1,5,1,24,1,1,5,4,0,0,14,1,12,7,6,3,20,10,1.2,3,13,5,7,1,1,14,0,1,0,0,1,3,3,3,2,2,2,6,6,6,2,2,2,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/en/EnglishPossessiveFilter.java,0,7,52,3,0,1,0,7,2,9,0,0,2,2,20,1,2,4,12,0,1,6,2,11,4,2,11,24,6,0.83,9,17,3,12,1,2,4,50,4,0,1,1,4,3,2,5,3.5,2,3,2,1,1,0.75,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/es/SpanishAnalyzer.java,0,5,131,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,33,1,1,2,4,20,6,5,30,59,14,1.02,12,44,2,35,0,4,1,80,4,0,13,1,5,3.8,2,8,3.6,1,2,1.2,1,2,0.555555556,0,0,0,0,0,0,0.900763359,0,0,2,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/es/SpanishLightStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/es/SpanishLightStemmer.java,0,42,109,30,0,7,0,35,30,45,0,0,8,1,56,1,1,8,3,0,0,35,1,37,30,7,4,45,25,1.24,8,29,8,20,3,1,35,0,1,0,0,1,3,3,3,2,2,2,43,43,43,2,2,2,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/eu/BasqueAnalyzer.java,0,5,130,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,32,1,1,2,4,20,6,5,29,58,14,1.03,12,43,2,34,0,4,1,80,4,0,13,1,5,3.8,2,8,3.6,1,2,1.2,1,1,0.444444444,0,0,0,0,0,0,0.992307692,0,0,1,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa/PersianAnalyzer.java,0,4,179,2,0,1,3,10,1,10,1,5,1,8,89,2,8,10,40,2,0,2,6,23,10,8,33,73,16,1.22,17,49,2,37,0,7,1,93,4,0,14,1,8,3.25,1,8,3.25,1,2,1.125,1,3,0.5,0,0,0,0,0,0,0.698324022,0,0,3,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa/PersianCharFilter.java,0,7,48,4,0,1,0,5,3,7,0,0,3,2,20,1,2,5,10,0,0,4,2,9,5,2,9,22,7,0.91,6,16,4,10,0,2,3,0,4,0,0,1,3,3,3,3,2.5,2,4,2.5,1,3,2.25,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa/PersianNormalizationFilter.java,0,6,50,2,0,1,0,3,2,6,0,0,2,2,21,1,2,3,13,0,2,2,2,9,3,2,11,22,5,0.95,7,16,2,12,0,2,2,50,4,0,2,1,4,3.5,3,6,4,2,2,1.5,1,1,0.75,0,0,0,0,0,0,0.96,0,0,1,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa/PersianNormalizer.java,0,24,87,8,0,1,9,8,8,33,0,8,3,1,37,1,1,3,13,0,0,8,1,29,8,1,14,37,14,1,14,28,3,24,2,1,8,0,1,0,1,1,12,12,12,3,3,3,6,6,6,2,2,2,0,0,0,0,0,0.850574713,0,0,2,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fi/FinnishAnalyzer.java,0,5,131,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,33,1,1,2,4,20,6,5,30,59,14,1.02,12,44,2,35,0,4,1,80,4,0,13,1,5,3.8,2,8,3.6,1,2,1.2,1,4,0.777777778,0,0,0,0,0,0,0.900763359,0,0,2,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fi/FinnishLightStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fi/FinnishLightStemmer.java,6,22,259,20,0,6,0,88,9,26,0,0,7,7,57,1,7,52,11,0,0,35,1,126,64,40,13,164,100,0.35,39,113,20,60,3,7,13,0,1,0,1,1,3,2.857142857,2,7,3,1,70,19,2,4,2.555555556,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/ElisionFilter.java,0,6,148,6,0,2,2,14,2,11,0,4,2,8,62,1,8,13,34,0,2,7,8,34,13,12,29,73,20,0.85,14,49,6,35,0,8,2,81,4,0,3,1,8,4,2,7,3,1,9,2,1,5,1.545454545,0,0,0,0,0,0,0.358108108,0,0,4,0,2,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchAnalyzer.java,0,5,261,4,0,1,4,14,1,11,1,6,1,10,115,2,10,14,79,1,1,4,9,66,14,10,44,130,29,0.88,20,73,4,57,0,9,1,83,4,0,16,1,9,3.2,1,11,3.7,1,4,1.3,1,2,0.461538462,0,0,0,0,0,0,0.298850575,0,0,5,0,3,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchLightStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchLightStemmer.java,1,83,267,34,0,13,0,92,28,100,0,0,23,2,57,1,2,46,6,0,0,69,1,139,56,26,8,170,142,0.34,40,150,34,103,16,2,46,0,1,0,1,1,3,3,3,4,4,4,1104,977,850,3,2.75,2,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchMinimalStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchMinimalStemmer.java,0,15,80,9,0,3,0,10,9,17,0,0,9,1,56,1,1,9,3,0,0,10,1,12,9,3,3,18,17,3.11,6,20,9,10,2,1,10,0,1,0,0,1,3,3,3,2,2,2,35,35,35,2,2,2,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchStemFilter.java,0,5,113,4,0,1,0,12,2,9,0,3,2,5,56,1,5,9,26,0,4,7,5,19,9,5,22,48,12,1.17,12,34,4,24,0,5,2,65,4,0,3,1,5,2.4,1,9,3.4,1,4,1.8,1,3,1.428571429,0,0,0,0,0,0,0.442477876,0,0,5,0,1,FALSE,0,TRUE,1
contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchStemmer.java,19,22,712,19,0,3,0,145,6,30,0,7,5,20,198,1,20,100,66,1,8,21,0,289,117,66,69,455,234,0.44,62,303,15,202,1,20,7,76,1,0,0,1,13,5.1,2,19,5.7,1,44,8.1,1,5,2.863636364,0,0,0,0,0,0,0.918539326,0,0,1,0,5,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/gl/GalicianAnalyzer.java,0,5,129,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,31,1,1,2,4,20,6,5,28,57,14,1.05,12,42,2,33,0,4,1,80,4,0,12,1,5,3.8,2,8,3.6,1,2,1.2,1,2,0.555555556,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/gl/GalicianStemFilter.java,0,7,60,3,0,1,0,4,2,8,0,0,2,2,26,1,2,4,16,0,3,3,2,12,4,2,15,28,6,0.93,6,21,3,16,0,2,2,50,4,0,3,1,4,4,4,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/gl/GalicianStemmer.java,0,27,83,10,0,1,7,10,10,39,0,7,5,1,29,1,1,5,9,0,1,10,1,30,10,1,9,43,33,0.67,12,42,5,37,6,1,10,12,2,0,1,1,11,11,11,3,3,3,14,14,14,2,2,2,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hi/HindiAnalyzer.java,0,5,132,2,0,1,3,6,1,11,1,6,1,5,64,2,5,6,30,1,1,2,4,21,6,5,27,56,15,1.14,12,42,2,33,0,4,1,86,4,0,13,1,6,4,2,9,3.8,1,2,1.2,1,3,0.666666667,0,0,0,0,0,0,0.916666667,0,0,2,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hi/HindiNormalizationFilter.java,0,6,59,3,0,1,0,4,2,6,0,0,2,2,27,1,2,4,14,0,3,3,2,10,4,2,13,25,6,1.08,7,19,3,14,0,2,2,50,4,0,3,1,4,4,4,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,0.966101695,0,0,1,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hi/HindiNormalizer.java,0,122,181,42,0,1,0,43,42,139,0,15,4,1,50,1,1,4,4,0,0,43,1,117,42,1,5,126,78,0.4,5,83,4,78,2,1,43,0,1,0,1,1,3,3,3,3,3,3,37,37,37,3,3,3,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hi/HindiStemFilter.java,0,6,49,3,0,1,0,4,2,6,0,0,2,2,19,1,2,4,13,0,3,3,2,10,4,2,12,24,6,0.79,6,18,3,13,0,2,2,50,4,0,3,1,4,4,4,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hi/HindiStemmer.java,0,80,121,6,0,6,0,73,6,89,0,5,6,1,30,1,1,6,4,0,0,73,1,78,6,6,4,84,11,0.36,7,15,6,8,4,1,73,0,1,0,1,1,3,3,3,2,2,2,6,6,6,1,1,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hu/HungarianAnalyzer.java,0,5,131,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,33,1,1,2,4,20,6,5,30,59,14,1.02,12,44,2,35,0,4,1,80,4,0,13,1,5,3.8,2,8,3.6,1,2,1.2,1,3,0.666666667,0,0,0,0,0,0,0.900763359,0,0,2,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hu/HungarianLightStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hu/HungarianLightStemmer.java,5,25,239,20,0,7,0,118,11,28,0,0,7,6,57,1,6,39,10,0,0,43,1,128,68,39,10,157,77,0.36,26,87,16,47,2,6,20,0,1,0,1,1,3,3,3,6,2.5,1,76,19.33333333,2,3,2.5,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/hy/ArmenianAnalyzer.java,0,5,130,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,32,1,1,2,4,20,6,5,29,58,14,1.03,12,43,2,34,0,4,1,80,4,0,13,1,5,3.8,2,8,3.6,1,2,1.2,1,1,0.444444444,0,0,0,0,0,0,0.992307692,0,0,1,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/id/IndonesianAnalyzer.java,0,5,130,2,0,1,2,6,1,12,1,7,1,5,64,2,5,6,29,1,1,2,4,18,6,5,26,54,13,1.19,12,39,2,30,0,4,1,80,4,0,12,1,5,3.8,2,8,3.6,1,2,1.2,1,3,0.666666667,0,0,0,0,0,0,0.992307692,0,0,1,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/id/IndonesianStemFilter.java,0,6,67,3,0,1,0,5,2,9,0,3,2,3,28,1,3,5,17,0,4,3,3,13,5,3,15,32,8,0.88,7,23,3,17,0,3,2,58,4,0,3,1,5,4.333333333,3,7,4,2,3,1.666666667,1,2,1.2,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/id/IndonesianStemmer.java,7,23,272,15,0,4,7,76,6,28,0,1,6,8,33,1,8,47,21,0,2,21,1,154,51,33,22,204,134,0.16,38,156,15,108,3,8,10,65,1,0,1,1,11,5.375,3,7,4.25,1,24,9.625,2,3,1.7,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/in/IndicNormalizationFilter.java,0,5,47,2,0,1,0,3,2,5,0,0,2,2,20,1,2,3,11,0,2,2,2,8,3,2,10,21,5,0.95,6,15,2,11,0,2,2,50,4,0,2,1,4,3.5,3,6,4,2,2,1.5,1,4,1.4,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/in/IndicNormalizer.java,2,12,294,10,1,2,2,19,4,16,1,3,4,4,123,2,4,16,102,0,3,13,1,123,16,9,29,158,44,0.78,17,73,10,51,1,3,5,50,1,0,2,1,11,5.25,2,4,3.25,2,22,7,1,4,2.142857143,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/in/IndicTokenizer.java,0,3,50,1,0,1,0,7,1,3,0,0,1,4,19,1,4,4,11,1,0,4,3,7,4,4,10,23,4,0.83,8,14,1,9,0,4,2,0,5,0,2,1,3,2.5,1,3,2.25,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/it/ItalianAnalyzer.java,0,5,131,2,0,1,2,6,1,11,1,6,1,5,60,2,5,6,33,1,1,2,4,20,6,5,30,59,14,1.02,12,44,2,35,0,4,1,80,4,0,13,1,5,3.8,2,8,3.6,1,2,1.2,1,2,0.555555556,0,0,0,0,0,0,0.900763359,0,0,2,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/it/ItalianLightStemFilter.java,0,7,58,3,0,1,0,4,2,7,0,0,2,2,25,1,2,4,15,0,3,3,2,11,4,2,14,27,6,0.93,6,20,3,15,0,2,2,50,4,0,3,1,4,3.5,3,7,4.5,2,3,2,1,2,1.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/it/ItalianLightStemmer.java,0,50,117,31,0,10,0,33,31,53,0,0,9,1,56,1,1,9,3,0,0,33,1,46,31,10,4,53,29,1.06,8,33,9,23,3,1,33,0,1,0,0,1,3,3,3,2,2,2,64,64,64,2,2,2,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/EmptyTokenStream.java,0,3,34,1,0,1,0,1,1,3,0,0,1,1,19,1,1,1,6,0,0,1,1,1,1,1,5,9,1,2.11,6,6,1,4,0,1,1,0,3,0,0,1,0,0,0,1,1,1,1,1,1,3,0.75,0,0,0,0,0,0,0.823529412,0,0,2,0,2,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/PatternAnalyzer.java,5,9,491,7,2,2,7,64,3,14,3,4,3,18,166,4,18,52,95,0,18,10,11,178,52,30,85,281,108,0.59,55,193,7,141,0,15,4,69,3,0,8,1,10,4.444444444,1,13,4.444444444,1,20,4.111111111,1,3,1.173913043,0,0,0,0,0,0,0.651731161,0,0,3,0,7,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/PrefixAndSuffixAwareTokenFilter.java,0,5,79,1,0,1,0,8,1,5,0,0,1,8,22,3,8,8,15,0,1,1,8,20,8,8,14,44,14,0.5,13,28,1,19,0,8,1,33,3,0,2,2,5,2.25,1,5,2.625,1,1,1,1,0,0,0,0,0,0,0,0,0.835443038,0,0,3,0,0,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/PrefixAwareTokenFilter.java,3,8,196,5,0,1,0,21,2,9,0,0,2,12,33,1,12,21,47,0,17,5,9,74,21,15,44,135,71,0.24,28,115,5,93,0,12,2,76,3,2,9,1,9,3.916666667,1,18,7.25,1,6,1.916666667,1,3,0.928571429,0,0,0,0,0,0,0.525510204,0,0,4,0,1,FALSE,0,FALSE,0
contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/SingleTokenTokenStream.java,0,5,72,2,0,1,0,6,1,5,0,0,1,5,20,1,5,6,17,0,3,2,5,16,6,5,15,39,14,0.51,13,29,2,22,0,5,1,46,3,0,3,1,13,4.2,1,6,3,1,2,1.2,1,1,0.428571429,0,0,0,0,0,0,0.597222222,0,0,4,0,1,FALSE,0,FALSE,0
