className,loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity,type
org.apache.xerces.validators.datatype.AbstractDatatypeValidator,13,5,1,14,17,6,10,15,2,5,1.25,1.0,0,0.0,0.533333333,0,0,1.4,1,0.8,0,0.0,IL
org.apache.xerces.utils.regex.Op,268,24,1,6,10,39,234,7,9,0,1.023550725,0.0,1,0.0,0.19565217399999998,0,0,9.166666667000001,2,0.9583,0,0.0,NON
org.w3c.dom.traversal.DocumentTraversal,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,1.0,NON
org.xml.sax.InputSource,75,14,1,0,0,15,81,0,0,14,0.876923077,1.0,0,0.0,0.39285714299999996,0,0,4.0,1,0.7143,0,0.0,IL
org.apache.xerces.readers.DefaultEntityHandler,2272,62,1,0,24,130,753,10,17,39,0.850197852,0.8620689659999999,12,0.0,0.138248848,0,0,35.17741935,6,1.3226,1,0.00044014084507042255,NON
org.w3c.dom.DOMImplementation,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.7777777779999999,0,0,0.0,1,1.0,1,0.6666666666666666,IL
org.apache.wml.dom.WMLFieldsetElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,6,4.555555556,1,0.8889,0,0.0,IL
org.apache.xerces.validators.common.GrammarResolverImpl,93,10,1,0,4,21,0,2,2,10,0.0,1.0,0,0.0,0.533333333,0,0,8.2,2,1.1,0,0.0,NON
org.xml.sax.HandlerBase,34,15,1,0,0,16,105,0,0,15,2.0,0.0,0,0.0,0.28571428600000004,0,0,1.266666667,1,0.9333,0,0.0,IL
org.apache.xerces.dom.DeepNodeListImpl,264,5,1,1,4,21,0,3,2,4,0.25,1.0,1,0.0,0.44,0,0,50.6,22,6.0,0,0.0,IL
org.apache.html.dom.HTMLDOMImplementationImpl,31,4,2,0,2,8,4,0,2,2,0.666666667,1.0,1,0.666666667,0.5,0,0,6.5,1,0.5,0,0.0,IL
org.w3c.dom.html.HTMLBaseFontElement,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.utils.HexBin,208,7,1,0,1,9,13,1,0,4,0.875,1.0,0,0.0,0.25,0,0,28.14285714,4,1.5714,1,0.004807692307692308,NON
org.apache.xerces.readers.XCatalog,223,8,2,0,2,32,10,1,2,7,1.040816327,0.214285714,0,0.588235294,0.46875,1,1,25.125,6,1.5,0,0.0,NON
org.apache.wml.WMLTrElement,0,0,1,0,2,0,0,1,1,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,IL
org.w3c.dom.html.HTMLDivElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLCollectionImpl,366,9,1,0,9,22,18,7,2,3,1.028846154,0.153846154,1,0.0,0.317460317,0,0,38.22222222,17,4.6667,0,0.0,NON
org.apache.xerces.framework.XMLDocumentScanner,2550,45,1,0,23,108,602,7,17,16,0.942775974,0.071428571,15,0.0,0.153030303,0,0,54.42222222,2,1.0222,0,0.0,NON
org.apache.xerces.dom.DeferredNode,1,1,1,0,16,1,0,16,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.apache.html.dom.HTMLBaseElementImpl,28,5,4,0,2,8,10,0,2,5,2.0,0.0,0,0.959183673,0.6,0,0,4.6,1,0.8,0,0.0,NON
org.w3c.dom.EntityReference,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.apache.wml.WMLTableElement,8,8,1,0,2,8,28,1,1,8,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.dom.WMLAccessElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,4,4.555555556,1,0.8889,0,0.0,IL
org.apache.xerces.dom.DeferredDocumentImpl,2553,61,3,0,25,109,1294,16,22,48,0.89047619,0.9523809520000001,1,0.602739726,0.226229508,2,10,40.50819672,12,2.4918,0,0.0,NON
org.apache.html.dom.HTMLBRElementImpl,19,3,4,0,2,7,3,0,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,0,0.0,NON
org.w3c.dom.html.HTMLSelectElement,22,22,1,0,0,22,231,0,0,22,2.0,0.0,0,0.0,0.281818182,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.dom.WMLIElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0,0.0,IL
org.apache.wml.dom.WMLPElementImpl,61,11,4,0,3,14,55,0,3,11,2.0,0.0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,0,0.0,IL
org.apache.xml.serialize.XHTMLSerializer,76,5,3,0,3,10,10,1,2,5,2.0,0.0,0,0.985507246,0.55,1,1,14.2,2,0.4,0,0.0,NON
org.apache.xerces.utils.Hash2intTable,224,3,1,0,1,5,0,1,0,3,1.0,1.0,0,0.0,0.833333333,0,0,72.66666667,8,4.6667,0,0.0,NON
org.apache.xerces.framework.XMLDTDScanner,7218,70,1,0,17,192,1069,1,16,22,0.922959573,1.0,15,0.0,0.148033126,0,0,101.0285714,3,1.0429,0,0.0,NON
org.w3c.dom.html.HTMLIFrameElement,20,20,1,0,0,20,190,0,0,20,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.readers.XMLDeclRecognizer,191,5,1,3,12,15,8,7,9,3,0.75,1.0,0,0.0,0.333333333,0,0,36.6,1,0.6,0,0.0,NON
org.apache.wml.dom.WMLBigElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0,0.0,IL
org.w3c.dom.html.HTMLMapElement,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.Attr,5,5,1,0,0,5,10,0,0,5,2.0,0.0,0,0.0,0.6,0,0,0.0,1,1.0,1,0.4,IL
org.xml.sax.helpers.AttributeListImpl,178,12,1,0,0,24,0,0,0,12,0.303030303,0.0,0,0.0,0.4375,0,0,13.58333333,2,1.25,0,0.0,NON
org.apache.xerces.dom.DeferredElementDefinitionImpl,84,4,3,0,6,13,0,1,6,1,0.666666667,0.5,0,0.94,0.5,2,7,19.5,2,1.0,0,0.0,IL
org.apache.wml.dom.WMLTdElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0,0.0,IL
org.apache.xml.serialize.Encodings,185,5,1,0,2,10,4,1,1,0,0.875,0.5,1,0.0,0.333333333,0,0,35.6,3,1.0,0,0.0,NON
org.apache.xerces.utils.NamespacesScope,233,5,1,0,4,9,0,3,1,5,0.166666667,1.0,1,0.0,0.533333333,0,0,45.0,4,1.4,0,0.0,NON
org.apache.xerces.validators.datatype.StringDatatypeValidator,1265,10,2,0,6,38,13,1,5,7,0.524691358,0.944444444,2,0.333333333,0.314285714,0,0,123.7,1,0.8,0,0.0,NON
org.w3c.dom.html.HTMLFormElement,16,16,1,0,0,16,120,0,0,16,2.0,0.0,0,0.0,0.6875,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.WMLNoopElement,0,0,1,0,2,0,0,1,1,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,IL
org.apache.xerces.dom.RangeImpl,2564,41,1,0,4,85,0,1,4,26,0.796875,0.0,7,0.0,0.222222222,0,0,61.14634146,11,3.0244,1,0.00078003120124805,NON
org.xml.sax.SAXNotRecognizedException,5,1,4,0,0,2,0,0,0,1,2.0,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0,0.0,IL
org.apache.xerces.dom.DeferredAttrNSImpl,117,4,4,0,5,18,0,1,5,1,0.666666667,0.5,0,0.9552238809999999,0.5,4,9,27.75,7,2.25,0,0.0,NON
org.apache.xerces.framework.XMLContentSpec,855,12,1,0,9,19,24,8,2,11,0.924242424,0.0,0,0.0,0.291666667,1,1,68.75,28,5.0833,0,0.0,NON
org.apache.xerces.msg.ImplementationMessages,247,3,3,0,0,4,1,0,0,2,0.5,0.0,0,0.974358974,1.0,0,0,81.0,1,0.3333,0,0.0,NON
org.w3c.dom.html.HTMLHeadingElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.jaxp.SAXParserImpl,81,5,2,0,2,13,0,1,1,3,0.5,1.0,1,0.8636363640000001,0.6,1,1,14.6,1,0.6,1,0.012345679012345678,NON
javax.xml.parsers.SAXParserFactory,115,8,1,1,0,16,14,0,0,6,0.7857142859999999,1.0,0,0.0,0.571428571,0,0,12.875,1,0.75,1,0.008695652173913044,NON
org.apache.xerces.utils.regex.ParseException,13,2,4,0,4,3,0,4,0,2,0.0,0.0,0,0.944444444,0.666666667,0,0,5.0,1,0.5,0,0.0,NON
org.apache.xml.serialize.ElementState,14,1,1,0,4,2,0,4,0,0,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0,0.0,NON
org.apache.xerces.validators.datatype.DatatypeMessageProvider,201,5,1,0,10,14,0,9,1,4,1.166666667,0.083333333,0,0.0,0.5,0,0,34.4,9,2.2,0,0.0,NON
org.w3c.dom.html.HTMLImageElement,26,26,1,0,0,26,325,0,0,26,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.dom.WMLSetvarElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,5,4.555555556,1,0.8889,0,0.0,IL
org.apache.wml.WMLAnchorElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.validators.common.SimpleContentModel,1019,7,1,0,7,13,5,1,6,7,0.36666666700000006,1.0,3,0.0,0.387755102,0,0,143.8571429,1,0.7143,0,0.0,NON
org.apache.wml.dom.WMLWmlElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0,0.0,IL
org.apache.xerces.dom.DeferredEntityImpl,85,4,3,0,5,17,0,1,5,1,0.666666667,0.5,0,0.9464285709999999,0.5,2,7,19.75,1,0.75,0,0.0,IL
org.w3c.dom.html.HTMLFieldSetElement,1,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.WMLFieldsetElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.framework.Version,14,3,1,0,0,5,1,0,0,2,0.5,0.0,0,0.0,0.5,0,0,3.333333333,1,0.3333,1,0.2857142857142857,NON
org.apache.xerces.dom.DocumentFragmentImpl,16,4,4,0,2,6,6,1,2,4,1.333333333,0.0,0,0.975308642,0.625,2,5,2.75,1,0.5,0,0.0,NON
org.apache.xerces.validators.common.CMNode,77,9,1,4,8,11,20,6,2,0,0.825,1.0,3,0.0,0.518518519,0,0,7.0,1,0.8889,0,0.0,NON
org.apache.html.dom.HTMLScriptElementImpl,126,15,4,0,2,30,105,0,2,15,2.0,0.0,0,0.87037037,0.4,0,0,7.4,3,1.1333,0,0.0,NON
org.w3c.dom.html.HTMLDListElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.validators.common.XMLContentModel,5,5,1,0,10,5,10,6,4,5,2.0,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xml.serialize.XMLSerializer,1000,13,2,0,6,75,18,2,4,10,2.0,0.0,0,0.8615384620000001,0.239316239,2,7,75.92307692,30,7.5385,0,0.0,IL
org.apache.html.dom.HTMLFontElementImpl,43,7,4,0,2,11,21,0,2,7,2.0,0.0,0,0.94,0.571428571,0,0,5.1428571430000005,1,0.8571,0,0.0,NON
org.w3c.dom.CDATASection,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.apache.xerces.validators.datatype.IDDatatypeValidator,181,10,2,0,7,29,33,1,6,7,0.825396825,0.857142857,2,0.333333333,0.24444444399999998,0,0,16.4,4,1.1,0,0.0,NON
org.apache.html.dom.HTMLTableCaptionElementImpl,17,3,4,0,3,6,3,1,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0,0.0,NON
org.apache.xerces.validators.common.DFAContentModel,1444,13,1,0,13,52,30,1,12,7,0.757575758,1.0,7,0.0,0.307692308,0,0,108.38461540000002,3,1.0769,1,0.0013850415512465374,NON
org.apache.html.dom.HTMLLIElementImpl,31,5,4,0,2,10,10,0,2,5,2.0,0.0,0,0.959183673,0.45,1,2,5.2,1,0.8,0,0.0,NON
org.apache.wml.WMLOptionElement,8,8,1,0,2,8,28,1,1,8,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.utils.ChunkyCharArray,184,8,1,0,6,17,4,3,3,8,0.653061224,1.0,2,0.0,0.303571429,0,0,21.125,2,1.5,0,0.0,NON
org.apache.html.dom.HTMLHRElementImpl,52,9,4,0,2,15,36,0,2,9,2.0,0.0,0,0.9215686270000001,0.41666666700000005,0,0,4.777777778,1,0.8889,0,0.0,NON
org.apache.wml.dom.WMLAnchorElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,6,4.555555556,1,0.8889,0,0.0,IL
org.apache.wml.WMLImgElement,18,18,1,0,2,18,153,1,1,18,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.w3c.dom.html.HTMLHRElement,8,8,1,0,0,8,28,0,0,8,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLTableRowElementImpl,284,20,4,0,6,42,190,2,6,19,1.0,0.0,1,0.831858407,0.275,0,0,13.15,4,2.0,0,0.0,NON
org.w3c.dom.html.HTMLButtonElement,12,12,1,0,0,12,66,0,0,12,2.0,0.0,0,0.0,0.35416666700000005,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.readers.XMLEntityReaderFactory,8,8,1,0,11,8,28,7,5,8,2.0,0.0,0,0.0,0.363636364,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLTextAreaElementImpl,149,23,4,0,3,32,253,0,3,23,2.0,0.0,0,0.810344828,0.295652174,1,3,5.47826087,3,1.1304,0,0.0,NON
org.apache.xerces.readers.EBCDICRecognizer,140,2,2,0,8,14,1,1,8,1,2.0,0.0,0,0.75,0.571428571,2,2,69.0,1,0.5,0,0.0,NON
org.apache.wml.WMLDoElement,10,10,1,0,2,10,45,1,1,10,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.dom.DeferredDocumentTypeImpl,176,4,3,0,7,28,0,1,7,1,0.666666667,0.5,0,0.947368421,0.5,2,5,42.5,8,2.5,0,0.0,IL
org.w3c.dom.html.HTMLTableElement,34,34,1,0,0,34,561,0,0,34,2.0,0.0,0,0.0,0.282352941,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.html.HTMLTableCellElement,29,29,1,0,0,29,406,0,0,29,2.0,0.0,0,0.0,0.370689655,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.WMLRefreshElement,0,0,1,0,2,0,0,1,1,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,IL
org.apache.xerces.validators.common.XMLValidator,6176,86,1,0,46,255,1993,8,44,51,0.943103448,0.9655172409999999,38,0.0,0.101328904,0,0,69.46511628,17,1.5581,1,0.0003238341968911917,NON
org.apache.html.dom.HTMLPreElementImpl,20,3,4,0,2,8,3,0,2,3,2.0,0.0,0,0.979166667,0.5,0,0,5.666666667,1,0.6667,0,0.0,NON
org.apache.xerces.validators.common.MixedContentModel,464,8,1,0,7,12,20,1,6,8,0.333333333,1.0,2,0.0,0.46428571399999996,0,0,56.25,1,0.625,0,0.0,NON
org.apache.wml.WMLBElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xml.serialize.BaseMarkupSerializer,1901,55,1,3,10,125,811,3,7,36,0.787654321,0.933333333,3,0.0,0.127272727,0,0,33.29090909,13,2.9273,0,0.0,NON
org.apache.xml.serialize.HTMLdtd,703,19,1,0,1,49,149,1,0,10,0.9673202609999999,0.9411764709999999,0,0.0,0.233333333,0,0,35.10526316,15,2.7895,0,0.0,NON
org.apache.html.dom.HTMLTableSectionElementImpl,172,14,4,0,5,29,91,2,4,12,1.0,1.0,1,0.878504673,0.35714285700000004,0,0,11.21428571,4,1.7857,0,0.0,NON
org.apache.wml.dom.WMLEmElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0,0.0,IL
org.apache.wml.WMLUElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.dom.ProcessingInstructionImpl,46,6,3,1,4,10,9,3,2,6,0.9,0.5,0,0.9152542370000001,0.5,1,5,6.333333333,2,1.3333,0,0.0,NON
org.w3c.dom.html.HTMLHtmlElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.ElementNSImpl,165,6,3,1,4,18,3,2,3,4,0.8,0.666666667,0,0.947368421,0.611111111,3,3,26.0,3,1.3333,1,0.006060606060606061,NON
org.w3c.dom.html.HTMLScriptElement,14,14,1,0,0,14,91,0,0,14,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.readers.XMLEntityReader,183,9,1,6,10,12,0,6,4,5,0.65,1.0,3,0.0,0.46666666700000003,0,0,18.22222222,2,0.8889,0,0.0,NON
org.apache.wml.dom.WMLTemplateElementImpl,61,11,4,0,3,14,55,0,3,11,2.0,0.0,0,0.891304348,0.545454545,1,4,4.545454545,1,0.9091,0,0.0,IL
org.w3c.dom.Document,17,17,1,0,0,17,136,0,0,17,2.0,0.0,0,0.0,0.45588235299999996,0,0,0.0,1,1.0,1,0.11764705882352941,NON
org.apache.html.dom.HTMLElementImpl,249,23,3,52,55,42,253,53,3,17,2.0,0.0,0,0.765957447,0.456521739,1,2,9.826086957000001,4,1.6087,0,0.0,IL
org.w3c.dom.html.HTMLPreElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLBodyElementImpl,72,13,4,0,2,16,78,1,2,13,2.0,0.0,0,0.886792453,0.538461538,0,0,4.538461538,1,0.9231,0,0.0,NON
org.apache.xerces.utils.CharDataChunk,601,20,1,0,10,38,62,5,5,13,0.708133971,0.636363636,4,0.0,0.233082707,0,0,28.5,11,2.65,0,0.0,NON
org.apache.xerces.utils.SymbolCache,608,6,1,0,2,11,0,2,0,6,0.8444444440000001,0.0,0,0.0,0.45833333299999995,0,0,98.83333333,8,2.5,0,0.0,NON
org.apache.xerces.readers.UCSRecognizer,145,2,2,0,8,5,1,1,8,1,2.0,0.0,0,0.75,0.571428571,0,0,71.5,1,0.5,0,0.0,NON
org.xml.sax.AttributeList,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.611111111,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.WMLPElement,6,6,1,0,2,6,15,1,1,6,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.w3c.dom.html.HTMLLegendElement,5,5,1,0,0,5,10,0,0,5,2.0,0.0,0,0.0,0.7,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.validators.datatype.DoubleDatatypeValidator,686,10,2,0,7,35,35,1,6,6,0.6736111109999999,1.0,3,0.333333333,0.233333333,0,0,66.0,1,0.8,0,0.0,NON
org.apache.html.dom.HTMLModElementImpl,28,5,4,0,2,8,10,0,2,5,2.0,0.0,0,0.959183673,0.6,0,0,4.6,1,0.8,0,0.0,NON
org.apache.wml.dom.WMLTrElementImpl,28,5,4,0,3,8,10,0,3,5,2.0,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,0,0.0,IL
org.apache.xerces.utils.XMLCharacterProperties,7825,10,1,0,10,13,5,10,0,8,0.908496732,0.176470588,0,0.0,0.25,0,0,779.8,9,4.7,0,0.0,NON
org.apache.wml.dom.WMLOneventElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,4,4.571428571,1,0.8571,0,0.0,IL
org.w3c.dom.traversal.NodeIterator,7,7,1,0,0,7,21,0,0,7,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.2857142857142857,IL
org.apache.xerces.dom.EntityImpl,93,10,4,1,5,15,37,4,2,10,0.933333333,0.8,0,0.897727273,0.4,2,6,7.8,2,1.6,0,0.0,IL
org.w3c.dom.events.EventException,10,1,4,0,0,2,0,0,0,1,2.0,0.0,0,1.0,1.0,0,0,7.0,0,0.0,1,0.2,IL
org.apache.xerces.dom.DeferredEntityReferenceImpl,118,5,3,0,4,22,0,1,4,1,0.75,0.5,0,0.9215686270000001,0.46666666700000003,2,8,22.2,7,2.0,0,0.0,IL
org.apache.wml.WMLSelectElement,16,16,1,0,2,16,120,1,1,16,2.0,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0,0.0,IL
org.w3c.dom.html.HTMLTableColElement,12,12,1,0,0,12,66,0,0,12,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.msg.XMLMessages,2145,3,3,0,0,4,1,0,0,2,0.5,0.0,0,0.974358974,1.0,0,0,713.6666667000001,1,0.3333,0,0.0,IL
org.apache.xerces.validators.common.InsertableElementsInfo,12,1,1,0,6,2,0,5,1,1,2.0,0.0,2,0.0,1.0,0,0,3.0,0,0.0,0,0.0,NON
org.apache.wml.dom.WMLNoopElementImpl,28,5,4,0,3,8,10,0,3,5,2.0,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,0,0.0,IL
org.xml.sax.XMLFilter,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.dom.WMLAElementImpl,61,11,4,0,3,14,55,0,3,11,2.0,0.0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,0,0.0,IL
org.xml.sax.ext.DeclHandler,4,4,1,0,0,4,6,0,0,4,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.25,IL
org.apache.xerces.validators.schema.TraverseSchema,8696,66,1,0,27,209,1255,4,26,8,0.7692307690000001,0.962962963,9,0.0,0.154871795,0,0,130.3484848,25,1.6969999999999998,1,0.00045998160073597056,NON
org.xml.sax.ContentHandler,11,11,1,0,0,11,55,0,0,11,2.0,0.0,0,0.0,0.34848484799999996,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.html.HTMLTextAreaElement,23,23,1,0,0,23,253,0,0,23,2.0,0.0,0,0.0,0.347826087,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.validators.common.CMBinOp,154,6,2,0,5,14,0,2,3,1,0.2,1.0,2,0.615384615,0.41666666700000005,1,2,24.33333333,1,0.8333,0,0.0,NON
org.apache.wml.WMLPostfieldElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.w3c.dom.Node,37,25,1,0,0,25,300,0,0,25,1.041666667,0.0,0,0.0,0.33,0,0,0.0,1,1.0,1,0.05405405405405406,NON
org.apache.xerces.dom.DeferredCommentImpl,33,3,4,0,4,7,0,1,4,1,0.75,0.5,0,0.966101695,0.5555555560000001,2,7,9.333333332999999,1,0.6667,0,0.0,IL
org.apache.html.dom.HTMLMetaElementImpl,50,9,4,0,2,12,36,0,2,9,2.0,0.0,0,0.9215686270000001,0.5555555560000001,0,0,4.555555556,1,0.8889,0,0.0,NON
org.w3c.dom.Entity,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.6666666666666666,NON
org.apache.html.dom.HTMLInputElementImpl,229,38,4,0,3,49,703,0,3,38,2.0,0.0,0,0.717557252,0.294736842,1,3,5.026315789,3,1.0789,0,0.0,NON
org.apache.wml.dom.WMLInputElementImpl,142,25,4,0,3,32,300,0,3,25,2.0,0.0,0,0.773584906,0.312,1,7,4.68,1,0.96,0,0.0,IL
org.apache.wml.dom.WMLHeadElementImpl,28,5,4,0,3,8,10,0,3,5,2.0,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,0,0.0,IL
org.apache.html.dom.HTMLSelectElementImpl,179,22,4,0,5,39,231,0,5,22,0.9523809520000001,1.0,1,0.817391304,0.25,1,1,7.090909091,3,1.2273,0,0.0,NON
org.apache.wml.WMLInputElement,20,20,1,0,2,20,190,1,1,20,2.0,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.jaxp.DocumentBuilderImpl,109,8,2,0,3,22,0,1,2,6,0.6190476189999999,1.0,1,0.7,0.3,1,1,12.25,1,0.75,0,0.0,IL
org.apache.xerces.dom.ElementDefinitionImpl,52,5,4,1,7,13,2,4,4,5,0.833333333,0.666666667,1,0.951807229,0.4,2,6,8.8,2,1.2,0,0.0,NON
org.apache.xerces.utils.ImplementationMessages,205,5,1,0,6,14,0,5,1,4,1.1590909090000001,0.13636363599999998,0,0.0,0.5,0,0,35.6,9,2.2,0,0.0,NON
org.w3c.dom.html.HTMLTableCaptionElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.msg.ExceptionMessages,923,3,3,0,0,4,1,0,0,2,0.5,0.0,0,0.974358974,1.0,0,0,306.3333333,1,0.3333,0,0.0,NON
org.apache.wml.WMLTdElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.html.dom.HTMLFrameSetElementImpl,28,5,4,0,2,8,10,0,2,5,2.0,0.0,0,0.959183673,0.6,0,0,4.6,1,0.8,0,0.0,NON
org.apache.wml.dom.WMLCardElementImpl,107,19,4,0,3,24,171,0,3,19,2.0,0.0,0,0.82,0.39473684200000003,1,6,4.6315789469999995,1,0.9474,0,0.0,IL
org.w3c.dom.Text,1,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,2.0,IL
org.xml.sax.SAXParseException,106,9,4,0,0,15,28,0,0,8,0.375,1.0,0,0.8,0.46666666700000003,0,0,10.33333333,1,0.5556,0,0.0,NON
org.apache.wml.dom.WMLUElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0,0.0,IL
org.w3c.dom.html.HTMLBaseElement,4,4,1,0,0,4,6,0,0,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
