className,loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity,type
org.apache.wml.dom.WMLFieldsetElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,6,4.555555556,1,0.8889,1,0.04,IL
org.xml.sax.HandlerBase,34,15,1,0,0,16,105,0,0,15,2.0,0.0,0,0.0,0.28571428600000004,0,0,1.266666667,1,0.9333,0,0.0,IL
org.apache.xerces.dom.DeepNodeListImpl,264,5,1,1,4,21,0,3,2,4,0.25,1.0,1,0.0,0.44,0,0,50.6,22,6.0,1,0.003787878787878788,IL
org.apache.html.dom.HTMLDOMImplementationImpl,31,4,2,0,2,8,4,0,2,2,0.666666667,1.0,1,0.666666667,0.5,0,0,6.5,1,0.5,1,0.03225806451612903,IL
org.apache.xerces.xni.parser.XMLEntityResolver,1,1,1,0,10,1,0,8,2,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,1.0,NAN
org.w3c.dom.html.HTMLBaseFontElement,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.xni.parser.XMLDTDSource,1,1,1,0,3,1,0,2,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,1.0,NAN
org.w3c.dom.ProcessingInstruction,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.WMLTrElement,0,0,1,0,2,0,0,1,1,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.w3c.dom.html.HTMLDivElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.WMLAElement,8,8,1,0,2,8,28,1,1,8,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.125,IL
org.apache.xerces.dom.RangeImpl,2660,55,1,0,3,99,473,1,3,26,0.7989417990000001,0.0,7,0.0,0.246464646,0,0,47.10909091,20,3.8182,1,0.0037593984962406013,IL
org.apache.xerces.impl.xs.identity.IDValue,113,3,1,0,6,10,0,5,1,3,0.25,1.0,1,0.0,0.5,0,0,36.0,13,4.6667,0,0.0,NAN
org.apache.wml.WMLBrElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.5,IL
org.apache.xerces.util.SymbolTable,279,7,1,3,45,12,1,44,1,7,0.75,1.0,1,0.0,0.571428571,0,0,38.57142857,5,3.4286,1,0.007168458781362007,NAN
org.apache.html.dom.NameNodeListImpl,76,2,2,0,4,10,1,1,3,1,2.0,0.0,0,0.75,0.625,2,2,37.0,11,5.5,1,0.013157894736842105,IL
org.xml.sax.helpers.NamespaceSupport,238,13,1,0,0,30,4,0,0,11,0.7333333329999999,0.8,2,0.0,0.375,0,0,16.92307692,4,1.4615,0,0.0,NON
org.apache.xerces.impl.dv.dtd.IDDatatypeValidator,134,13,2,0,10,29,68,3,7,10,0.8833333329999999,1.0,2,0.214285714,0.21367521399999997,0,0,8.923076923,3,1.0,1,0.007462686567164179,NAN
org.apache.xerces.jaxp.SAXParserImpl,139,8,2,0,3,25,0,1,2,6,0.7142857140000001,1.0,2,0.7307692309999999,0.35,1,1,15.875,1,0.875,1,0.08633093525179857,NON
org.apache.xerces.impl.dv.xs.AbstractNumericFacetValidator,1365,18,2,2,9,33,151,2,7,3,0.9509803920000001,1.0,0,0.40740740700000005,0.236111111,1,1,74.5,2,0.9444,1,0.0007326007326007326,NAN
javax.xml.parsers.SAXParserFactory,48,9,1,1,0,14,24,0,0,8,0.75,1.0,0,0.0,0.481481481,0,0,4.1111111110000005,1,0.8889,0,0.0,NON
org.w3c.dom.ranges.DocumentRange,1,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.dv.xs.YearMonthDatatypeValidator,57,3,4,0,6,11,3,2,4,2,2.0,0.0,0,0.985714286,0.428571429,1,7,18.0,1,0.3333,1,0.017543859649122806,NAN
org.apache.xerces.impl.dtd.models.CMNode,77,9,1,7,12,11,20,11,1,6,0.825,1.0,3,0.0,0.518518519,0,0,7.0,2,1.1111,1,0.025974025974025976,NAN
org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,138,4,2,0,12,16,4,3,11,0,2.0,0.0,0,0.7692307690000001,0.571428571,1,2,33.5,4,2.0,1,0.028985507246376812,NAN
org.apache.xerces.dom.NodeIteratorImpl,380,13,1,0,1,24,8,1,1,9,0.6875,1.0,4,0.0,0.307692308,0,0,27.61538462,11,4.2308,1,0.005263157894736842,IL
org.apache.wml.dom.WMLSetvarElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,5,4.555555556,1,0.8889,1,0.04,IL
org.apache.wml.WMLAnchorElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.25,IL
org.apache.xerces.impl.xs.models.XSCMBinOp,154,6,2,0,4,14,0,2,2,2,0.2,1.0,2,0.615384615,0.41666666700000005,1,2,24.33333333,7,2.8333,1,0.012987012987012988,NAN
org.apache.wml.dom.WMLWmlElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.apache.xerces.dom.DeferredEntityImpl,93,4,3,0,5,16,0,1,5,1,0.666666667,0.5,0,0.9464285709999999,0.5,2,7,21.75,1,0.75,1,0.03225806451612903,NON
org.apache.xerces.dom.LCount,42,3,1,0,1,7,1,1,0,0,0.5,0.0,0,0.0,0.5,0,0,11.66666667,2,0.6667,1,0.047619047619047616,IL
org.apache.xerces.impl.dv.xs.DateDatatypeValidator,53,3,4,0,6,11,3,2,4,2,2.0,0.0,0,0.985714286,0.428571429,1,7,16.66666667,1,0.3333,1,0.018867924528301886,NAN
org.w3c.dom.html.HTMLMapElement,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.DocumentFragment,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,IL
org.apache.xerces.util.XMLAttributesImpl,530,27,1,0,5,32,0,2,3,27,0.46153846200000004,1.0,1,0.0,0.42962963,0,0,18.51851852,8,2.4074,1,0.0037735849056603774,NAN
org.apache.xerces.impl.dv.xs.MonthDatatypeValidator,263,5,4,0,6,22,10,2,4,2,2.0,0.0,0,0.958333333,0.37142857100000004,1,9,51.6,10,2.4,1,0.0038022813688212928,NAN
org.apache.xerces.impl.xs.XSAttributeGroupDecl,440,7,1,0,15,16,0,8,7,6,0.738095238,0.14285714300000002,2,0.0,0.261904762,0,0,60.85714286,19,5.7143,1,0.020454545454545454,NAN
org.apache.html.dom.HTMLTableCellElementImpl,259,31,4,0,3,46,465,1,2,31,2.0,0.0,0,0.7580645159999999,0.309677419,0,0,7.35483871,6,1.3871,1,0.011583011583011582,IL
org.apache.xerces.dom.DeferredElementDefinitionImpl,84,4,3,0,6,16,0,1,6,1,0.666666667,0.5,0,0.94,0.5,2,7,19.5,2,1.0,1,0.011904761904761904,NON
org.apache.xerces.impl.xs.SubstitutionGroupHandler,313,8,1,0,13,22,12,7,6,6,0.761904762,0.333333333,2,0.0,0.35714285700000004,0,0,37.75,9,3.875,1,0.025559105431309903,NAN
org.apache.xml.serialize.Serializer,6,6,1,0,5,6,15,3,2,6,2.0,0.0,0,0.0,0.375,0,0,0.0,1,1.0,1,0.5,IL
org.apache.xerces.impl.XMLEntityScanner,18,15,1,1,16,16,105,13,3,15,2.0,0.0,0,0.0,0.32,0,0,0.2,1,0.9333,1,0.3888888888888889,NAN
org.xml.sax.ErrorHandler,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.xni.parser.XMLComponentManager,2,2,1,0,16,2,1,15,1,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.5,NAN
org.apache.xerces.impl.dtd.XMLAttributeDecl,41,3,1,0,5,10,0,3,2,3,0.166666667,0.0,2,0.0,0.5,0,0,11.66666667,1,0.6667,1,0.024390243902439025,NAN
org.apache.xerces.xni.XMLDTDHandler,20,18,1,0,13,18,153,10,3,18,1.058823529,0.0,0,0.0,0.34259259299999995,0,0,0.0,1,1.0,1,0.1,NAN
org.w3c.dom.DOMImplementation,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.7777777779999999,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xml.serialize.BaseMarkupSerializer,2036,57,1,3,10,126,920,3,7,38,0.771428571,0.933333333,4,0.0,0.136302294,0,0,34.45614035,7,1.2456,1,0.0073673870333988214,NON
org.apache.xml.serialize.HTMLdtd,713,19,1,0,1,46,149,1,0,11,0.9841269840000001,0.761904762,0,0.0,0.233333333,0,0,35.42105263,15,2.7895,1,0.004207573632538569,NON
org.apache.html.dom.HTMLTableSectionElementImpl,172,14,4,0,5,29,91,2,4,12,1.0,1.0,1,0.878504673,0.35714285700000004,0,0,11.21428571,4,1.7857,1,0.01744186046511628,IL
org.apache.wml.dom.WMLEmElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.apache.wml.WMLUElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.5,IL
org.apache.xerces.dom.ProcessingInstructionImpl,46,6,3,1,4,10,9,3,2,6,0.9,0.5,0,0.9152542370000001,0.5,1,5,6.333333333,2,1.3333,1,0.06521739130434782,NON
org.apache.xerces.impl.dtd.XMLContentSpec,139,10,1,0,3,13,25,3,1,10,0.944444444,0.0,0,0.0,0.35,1,1,11.1,6,1.2,1,0.007194244604316547,NAN
org.w3c.dom.html.HTMLHtmlElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.WMLFieldsetElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.25,IL
org.apache.xerces.dom.RangeExceptionImpl,6,1,5,0,1,2,0,1,0,1,2.0,0.0,0,1.0,1.0,0,0,5.0,0,0.0,1,0.16666666666666666,IL
org.apache.html.dom.HTMLIFrameElementImpl,120,21,4,0,2,25,210,0,2,21,2.0,0.0,0,0.8245614040000001,0.523809524,0,0,4.714285714,1,0.9524,1,0.025,IL
org.apache.xerces.xni.NamespaceContext,5,4,1,0,9,4,6,9,0,4,1.333333333,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1,0.4,NAN
org.w3c.dom.html.HTMLDListElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.events.DocumentEvent,1,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.impl.xpath.regex.ParserForXMLSchema,804,39,2,0,10,72,277,1,9,2,1.0,1.0,0,0.571428571,0.184210526,1,10,19.46153846,12,1.5641,1,0.007462686567164179,NAN
org.apache.xml.serialize.XMLSerializer,1128,14,2,0,5,86,41,1,4,10,2.0,0.0,0,0.848484848,0.24603174600000002,2,7,79.57142857,7,1.2143,1,0.02127659574468085,NON
org.apache.xerces.dom3.as.DocumentEditAS,2,2,1,0,1,2,1,0,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.5,NAN
org.apache.html.dom.HTMLFontElementImpl,43,7,4,0,2,11,21,0,2,7,2.0,0.0,0,0.94,0.571428571,0,0,5.1428571430000005,1,0.8571,1,0.046511627906976744,IL
org.w3c.dom.CDATASection,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,IL
org.apache.xerces.impl.xpath.XPath,781,6,1,2,18,39,1,8,11,5,0.8,1.0,2,0.0,0.333333333,0,0,128.1666667,3,1.3333,1,0.014084507042253521,NAN
org.apache.xerces.impl.xs.util.XInt,32,5,1,0,10,7,0,10,0,4,0.0,1.0,0,0.0,0.46666666700000003,0,0,5.2,2,1.0,1,0.03125,NAN
javax.xml.parsers.DocumentBuilderFactory,100,17,1,1,0,22,100,0,0,16,0.875,1.0,0,0.0,0.367647059,0,0,4.529411765,1,0.9412,0,0.0,NON
org.apache.xerces.impl.dv.xs.SchemaDateTimeException,9,2,4,0,10,4,1,10,0,2,2.0,0.0,0,1.0,0.75,0,0,3.5,0,0.0,1,0.2222222222222222,NAN
org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,109,2,2,0,9,14,1,1,9,0,2.0,0.0,0,0.9090909090000001,0.583333333,1,1,53.5,6,3.0,1,0.07339449541284404,NAN
org.apache.xerces.xni.XMLLocator,5,5,1,0,20,5,10,20,0,5,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.2,NAN
org.apache.xerces.dom3.as.ASObjectList,2,2,1,0,5,2,1,4,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.5,NAN
org.apache.xerces.dom3.ls.LSProgressEvent,3,3,1,0,1,3,3,0,1,3,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.wml.WMLOptionElement,8,8,1,0,2,8,28,1,1,8,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.125,IL
org.apache.xerces.impl.xs.XSWildcardDecl,845,12,1,0,9,18,18,9,0,6,0.892561983,0.090909091,0,0.0,0.418181818,0,0,68.5,22,7.75,1,0.009467455621301775,NAN
org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,81,2,3,0,11,11,1,2,10,1,2.0,0.0,0,0.916666667,0.571428571,0,0,39.5,3,1.5,1,0.024691358024691357,NAN
org.apache.xerces.dom.NamedNodeMapImpl,596,22,1,1,8,49,41,6,2,9,0.843537415,0.857142857,1,0.0,0.22727272699999998,0,0,25.77272727,11,2.4545,1,0.013422818791946308,NON
org.apache.wml.dom.WMLStrongElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.apache.wml.WMLImgElement,18,18,1,0,2,18,153,1,1,18,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.05555555555555555,IL
org.apache.xml.serialize.SieveEncodingInfo,159,3,2,0,3,12,1,1,2,3,0.0,0.0,1,0.75,0.8888888890000001,0,0,51.0,9,3.0,0,0.0,NON
org.xml.sax.Attributes,12,12,1,0,0,12,66,0,0,12,2.0,0.0,0,0.0,0.638888889,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.html.HTMLHRElement,8,8,1,0,0,8,28,0,0,8,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLTableRowElementImpl,284,20,4,0,6,42,190,2,6,19,1.0,0.0,1,0.831858407,0.275,0,0,13.15,4,2.0,1,0.014084507042253521,IL
org.apache.xerces.impl.xs.models.XSCMUniOp,55,5,2,0,4,12,0,2,2,2,0.0,1.0,1,0.666666667,0.45,1,2,9.8,2,1.0,1,0.01818181818181818,NAN
org.apache.xerces.impl.dtd.models.DFAContentModel,1134,8,1,0,9,49,2,1,8,2,0.766917293,1.0,5,0.0,0.514285714,0,0,138.375,25,9.5,1,0.0026455026455026454,NAN
org.apache.wml.WMLCardElement,14,14,1,0,2,14,91,1,1,14,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1,0.07142857142857142,IL
org.apache.xerces.impl.xs.traversers.OneAttr,20,1,1,0,2,2,0,2,0,1,2.0,0.0,0,0.0,1.0,0,0,15.0,0,0.0,0,0.0,NAN
org.apache.xerces.impl.dv.xs.ListDatatypeValidator,848,8,2,0,15,41,2,5,10,6,0.39285714299999996,1.0,0,0.647058824,0.296875,1,2,104.5,6,1.75,1,0.0011792452830188679,NAN
org.w3c.dom.NamedNodeMap,8,8,1,0,0,8,28,0,0,8,2.0,0.0,0,0.0,0.46875,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.dom.DeferredDocumentTypeImpl,173,4,3,0,7,30,0,1,7,1,0.666666667,0.5,0,0.947368421,0.5,2,5,41.75,8,2.5,1,0.005780346820809248,NON
org.apache.xerces.util.ErrorHandlerWrapper,110,9,1,0,7,28,16,2,5,7,0.375,1.0,1,0.0,0.37777777799999995,0,0,11.11111111,1,0.7778,1,0.02727272727272727,NAN
org.apache.html.dom.HTMLFormControl,0,0,1,0,8,0,0,8,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.apache.xerces.parsers.XMLParser,35,3,1,2,5,6,1,2,3,1,1.166666667,1.0,1,0.0,0.5555555560000001,0,0,9.666666667000001,1,0.6667,1,0.02857142857142857,NAN
org.apache.xerces.dom3.as.ASDataType,47,1,1,0,2,1,0,2,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.02127659574468085,NAN
org.apache.wml.WMLPrevElement,0,0,1,0,2,0,0,1,1,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.apache.xerces.dom.CoreDocumentImpl,1258,78,4,1,42,166,2643,39,21,49,0.944805195,0.833333333,3,0.519736842,0.129058442,2,19,14.97435897,9,1.3333,1,0.028616852146263912,NON
org.apache.wml.WMLPostfieldElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.25,IL
org.w3c.dom.ranges.RangeException,11,1,4,1,0,2,0,0,0,1,2.0,0.0,0,1.0,1.0,0,0,7.0,0,0.0,0,0.0,NON
org.apache.xerces.impl.xs.SchemaSymbols,500,2,1,0,26,5,1,25,1,1,1.556179775,0.0,1,0.0,1.0,0,0,160.0,0,0.0,1,0.004,NAN
org.w3c.dom.Node,37,25,1,0,0,25,300,0,0,25,1.041666667,0.0,0,0.0,0.33,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.DocumentTypeImpl,200,15,4,1,10,27,57,7,4,14,0.8214285709999999,0.875,3,0.858695652,0.38333333299999994,2,9,11.8,2,1.5333,1,0.04,NON
org.apache.xerces.impl.msg.ExceptionMessagesLocalizer,103,2,1,0,0,17,1,0,0,2,2.0,0.0,0,0.0,0.5,0,0,50.0,10,5.0,0,0.0,NAN
org.apache.xerces.dom3.DOMErrorHandler,1,1,1,0,3,1,0,2,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,5.0,NAN
org.w3c.dom.html.HTMLCollection,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.5555555560000001,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.TreeWalkerImpl,588,23,1,0,1,32,115,1,0,15,0.6181818179999999,0.2,3,0.0,0.32173913,0,0,24.34782609,10,3.6522,1,0.00510204081632653,NON
org.apache.wml.dom.WMLOptgroupElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,6,4.555555556,1,0.8889,1,0.04,IL
org.apache.xerces.impl.validation.ValidationManager,35,5,1,0,4,8,0,3,1,5,0.375,1.0,1,0.0,0.6,0,0,5.6,1,0.8,1,0.02857142857142857,NAN
org.apache.xerces.impl.xs.XSAttributeDecl,76,5,1,0,12,6,0,11,1,5,1.025,0.2,1,0.0,0.6,0,0,12.2,2,1.0,1,0.09210526315789473,NAN
org.apache.xml.serialize.Method,9,1,1,0,0,2,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,1,0.2222222222222222,IL
org.apache.xerces.dom3.as.CharacterDataEditAS,6,6,1,0,1,6,15,0,1,6,2.0,0.0,0,0.0,0.7222222220000001,0,0,0.0,1,1.0,1,0.16666666666666666,NAN
org.apache.wml.WMLSetvarElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.25,IL
org.apache.wml.dom.WMLHeadElementImpl,28,5,4,0,3,8,10,0,3,5,2.0,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,1,0.07142857142857142,IL
org.apache.html.dom.HTMLSelectElementImpl,183,23,4,0,5,41,253,0,5,23,0.954545455,1.0,1,0.810344828,0.246376812,1,1,6.913043478,3,1.2174,1,0.01639344262295082,IL
org.apache.xerces.impl.dtd.models.CMBinOp,154,6,2,0,4,14,0,2,2,2,0.2,1.0,2,0.615384615,0.41666666700000005,1,2,24.33333333,7,2.8333,1,0.006493506493506494,NAN
org.apache.wml.WMLInputElement,20,20,1,0,2,20,190,1,1,20,2.0,0.0,0,0.0,0.375,0,0,0.0,1,1.0,1,0.05,IL
org.apache.xerces.dom.ElementImpl,683,30,4,4,16,79,57,10,9,24,0.7356321840000001,0.666666667,1,0.738317757,0.333333333,2,14,21.66666667,11,2.7333,1,0.03074670571010249,NON
org.apache.xerces.dom3.as.DOMASBuilder,4,4,1,0,5,4,6,1,4,4,2.0,0.0,0,0.0,0.4375,0,0,0.0,1,1.0,1,1.0,NAN
org.apache.xerces.impl.xs.traversers.XSDocumentInfo,171,4,1,0,21,21,0,15,7,1,0.757575758,1.0,4,0.0,0.4375,0,0,39.0,2,1.0,1,0.029239766081871343,NAN
org.w3c.dom.html.HTMLAnchorElement,26,26,1,0,0,26,325,0,0,26,2.0,0.0,0,0.0,0.487179487,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.TextImpl,88,6,3,2,9,21,15,7,3,6,1.2,0.0,0,0.9152542370000001,0.333333333,1,4,13.5,2,1.1667,1,0.09090909090909091,NON
org.w3c.dom.html.HTMLTableCaptionElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.dv.xs.StringDatatypeValidator,283,9,3,3,11,19,16,6,5,5,0.5,1.0,0,0.7666666670000001,0.26984127,3,8,30.33333333,3,1.2222,1,0.0035335689045936395,NAN
org.apache.xerces.xni.parser.XMLParseException,183,8,5,0,6,23,0,4,2,8,0.571428571,1.0,0,0.75,0.40625,1,1,21.25,8,1.625,1,0.00546448087431694,NAN
org.apache.xerces.xni.parser.XMLErrorHandler,3,3,1,0,9,3,3,7,2,3,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.3333333333333333,NAN
org.apache.xerces.impl.XMLEntityManager,1373,31,1,0,28,98,301,9,22,24,0.9494252870000001,0.9655172409999999,6,0.0,0.16969697,0,0,42.35483871,39,2.9032,1,0.029133284777858703,NAN
org.w3c.dom.html.HTMLScriptElement,14,14,1,0,0,14,91,0,0,14,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xml.serialize.TextSerializer,287,17,2,0,5,37,128,1,4,11,2.0,0.0,0,0.7777777779999999,0.21764705899999998,1,12,15.88235294,3,1.1176,1,0.006968641114982578,NON
org.apache.xerces.impl.msg.DatatypeMessages,247,3,3,0,0,4,1,0,0,2,0.5,0.0,0,0.974358974,1.0,0,0,81.0,1,0.3333,0,0.0,NAN
org.apache.wml.dom.WMLBrElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.w3c.dom.html.HTMLStyleElement,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.util.DOMUtil,951,39,1,0,18,85,741,15,3,38,2.0,0.0,0,0.0,0.18589743600000003,0,0,23.38461538,7,3.2308,1,0.002103049421661409,NAN
org.apache.html.dom.HTMLBodyElementImpl,72,13,4,0,2,16,78,1,2,13,2.0,0.0,0,0.886792453,0.538461538,0,0,4.538461538,1,0.9231,1,0.027777777777777776,IL
org.apache.xerces.jaxp.DefaultValidationErrorHandler,79,3,2,0,2,12,0,2,0,1,0.5,1.0,0,0.944444444,0.75,0,0,24.66666667,1,0.3333,1,0.012658227848101266,NON
org.apache.xerces.xni.parser.XMLDocumentScanner,2,2,1,0,5,2,1,2,3,2,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,1,0.5,NAN
org.w3c.dom.html.HTMLTableElement,34,34,1,0,0,34,561,0,0,34,2.0,0.0,0,0.0,0.282352941,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.parsers.CachingParserPool,113,7,1,0,8,16,0,0,8,7,0.638888889,0.666666667,2,0.0,0.35714285700000004,0,0,14.28571429,3,1.2857,1,0.035398230088495575,NAN
org.apache.html.dom.HTMLIsIndexElementImpl,17,3,4,0,2,6,3,0,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,1,0.11764705882352941,IL
org.apache.xerces.dom3.ls.LSLoadEvent,2,2,1,0,1,2,1,0,1,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,209,3,2,0,9,21,1,2,9,0,2.0,0.0,0,0.833333333,0.611111111,1,1,68.66666667,7,4.0,1,0.019138755980861243,NAN
org.apache.xerces.xni.parser.XMLConfigurationException,34,4,5,0,19,5,0,18,1,4,0.833333333,0.5,0,0.9,0.666666667,0,0,6.5,1,0.5,1,0.029411764705882353,NAN
org.apache.html.dom.HTMLPreElementImpl,20,3,4,0,2,8,3,0,2,3,2.0,0.0,0,0.979166667,0.5,0,0,5.666666667,1,0.6667,1,0.1,IL
org.apache.xerces.impl.dtd.models.CMLeaf,143,9,2,0,5,22,0,2,3,4,0.375,1.0,1,0.533333333,0.41666666700000005,1,2,14.66666667,2,1.2222,1,0.02097902097902098,NAN
org.xml.sax.AttributeList,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.611111111,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.impl.xs.XSConstraints,558,12,1,0,24,34,66,7,17,10,2.0,0.0,0,0.0,0.179487179,0,0,45.5,13,6.4167,1,0.023297491039426525,NAN
org.apache.xerces.impl.dtd.models.MixedContentModel,288,2,1,0,3,4,0,1,2,2,0.0,1.0,1,0.0,0.8,0,0,140.5,28,14.0,1,0.003472222222222222,NAN
org.apache.xerces.impl.dv.xs.FloatDatatypeValidator,442,19,4,0,11,39,133,2,9,3,2.0,0.0,0,0.653061224,0.20574162699999998,2,11,22.26315789,5,1.3158,1,0.0022624434389140274,NAN
org.apache.xerces.impl.xs.models.XSAllCM,334,6,1,0,7,12,0,1,6,6,0.685714286,1.0,1,0.0,0.38888888899999996,0,0,53.5,10,4.1667,1,0.017964071856287425,NAN
org.apache.xerces.impl.XMLDocumentScannerImpl,410,15,3,0,20,50,79,6,19,9,0.988095238,1.0,7,0.779661017,0.20535714300000002,2,14,24.73333333,2,0.9333,1,0.04390243902439024,NAN
org.apache.xerces.impl.xs.traversers.OneElement,43,2,1,0,2,6,1,1,1,2,0.0,0.0,1,0.0,0.833333333,0,0,19.0,0,0.0,0,0.0,NAN
org.apache.xerces.impl.dv.dtd.DatatypeMessageProvider,135,5,1,0,3,9,4,2,1,4,1.2,0.08,0,0.0,0.5,0,0,21.0,1,0.6,0,0.0,NAN
