className,numbers,relName,version,filePath,bug,type
org.apache.lucene.index.CompoundFileWriter,3,src\java\org\apache\lucene\index\CompoundFileWriter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\CompoundFileWriter.java,1.0,NON
org.apache.lucene.index.CompoundFileWriter,3,src\java\org\apache\lucene\index\CompoundFileWriter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\CompoundFileWriter.java,0.0,NON
org.apache.lucene.index.CorruptIndexException,2,src\java\org\apache\lucene\index\CorruptIndexException.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\CorruptIndexException.java,0.0,NON
org.apache.lucene.index.CorruptIndexException,2,src\java\org\apache\lucene\index\CorruptIndexException.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\CorruptIndexException.java,0.0,NON
org.apache.lucene.index.DefaultSkipListReader,2,src\java\org\apache\lucene\index\DefaultSkipListReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\DefaultSkipListReader.java,0.0,NON
org.apache.lucene.index.DefaultSkipListReader,2,src\java\org\apache\lucene\index\DefaultSkipListReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\DefaultSkipListReader.java,0.0,NON
org.apache.lucene.index.DefaultSkipListWriter,2,src\java\org\apache\lucene\index\DefaultSkipListWriter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\DefaultSkipListWriter.java,0.0,NON
org.apache.lucene.index.DefaultSkipListWriter,2,src\java\org\apache\lucene\index\DefaultSkipListWriter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\DefaultSkipListWriter.java,0.0,NON
org.apache.lucene.index.DocumentWriter,2,src\java\org\apache\lucene\index\DocumentWriter.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\DocumentWriter.java,1.0,NON
org.apache.lucene.index.DocumentWriter,2,src\java\org\apache\lucene\index\DocumentWriter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\DocumentWriter.java,0.0,NON
org.apache.lucene.index.FieldInfo,3,src\java\org\apache\lucene\index\FieldInfo.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\FieldInfo.java,1.0,NON
org.apache.lucene.index.FieldInfo,3,src\java\org\apache\lucene\index\FieldInfo.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\FieldInfo.java,1.0,NON
org.apache.lucene.index.FieldInfo,3,src\java\org\apache\lucene\index\FieldInfo.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\FieldInfo.java,1.0,NON
org.apache.lucene.index.FieldInfos,3,src\java\org\apache\lucene\index\FieldInfos.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\FieldInfos.java,1.0,NON
org.apache.lucene.index.FieldInfos,3,src\java\org\apache\lucene\index\FieldInfos.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\FieldInfos.java,1.0,NON
org.apache.lucene.index.FieldInfos,3,src\java\org\apache\lucene\index\FieldInfos.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\FieldInfos.java,1.0,NON
org.apache.lucene.index.FieldReaderException,2,src\java\org\apache\lucene\index\FieldReaderException.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\FieldReaderException.java,0.0,NON
org.apache.lucene.index.FieldReaderException,2,src\java\org\apache\lucene\index\FieldReaderException.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\FieldReaderException.java,0.0,NON
org.apache.lucene.index.FieldsReader,3,src\java\org\apache\lucene\index\FieldsReader.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\FieldsReader.java,1.0,NON
org.apache.lucene.index.FieldsReader,3,src\java\org\apache\lucene\index\FieldsReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\FieldsReader.java,1.0,NON
org.apache.lucene.index.FieldsReader,3,src\java\org\apache\lucene\index\FieldsReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\FieldsReader.java,1.0,NON
org.apache.lucene.index.FieldsWriter,3,src\java\org\apache\lucene\index\FieldsWriter.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\FieldsWriter.java,1.0,NON
org.apache.lucene.index.FieldsWriter,3,src\java\org\apache\lucene\index\FieldsWriter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\FieldsWriter.java,1.0,NON
org.apache.lucene.index.FieldsWriter,3,src\java\org\apache\lucene\index\FieldsWriter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\FieldsWriter.java,1.0,NON
org.apache.lucene.index.FilterIndexReader,3,src\java\org\apache\lucene\index\FilterIndexReader.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\FilterIndexReader.java,1.0,NON
org.apache.lucene.index.FilterIndexReader,3,src\java\org\apache\lucene\index\FilterIndexReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\FilterIndexReader.java,1.0,NON
org.apache.lucene.index.FilterIndexReader,3,src\java\org\apache\lucene\index\FilterIndexReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\FilterIndexReader.java,1.0,NON
org.apache.lucene.index.IndexCommitPoint,2,src\java\org\apache\lucene\index\IndexCommitPoint.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexCommitPoint.java,1.0,NON
org.apache.lucene.index.IndexCommitPoint,2,src\java\org\apache\lucene\index\IndexCommitPoint.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexCommitPoint.java,0.0,NON
org.apache.lucene.index.IndexDeletionPolicy,2,src\java\org\apache\lucene\index\IndexDeletionPolicy.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexDeletionPolicy.java,1.0,NON
org.apache.lucene.index.IndexDeletionPolicy,2,src\java\org\apache\lucene\index\IndexDeletionPolicy.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexDeletionPolicy.java,0.0,NON
org.apache.lucene.index.IndexFileDeleter,2,src\java\org\apache\lucene\index\IndexFileDeleter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexFileDeleter.java,1.0,NON
org.apache.lucene.index.IndexFileDeleter,2,src\java\org\apache\lucene\index\IndexFileDeleter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexFileDeleter.java,1.0,NON
org.apache.lucene.index.IndexFileNameFilter,3,src\java\org\apache\lucene\index\IndexFileNameFilter.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\IndexFileNameFilter.java,0.0,NON
org.apache.lucene.index.IndexFileNameFilter,3,src\java\org\apache\lucene\index\IndexFileNameFilter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexFileNameFilter.java,1.0,NON
org.apache.lucene.index.IndexFileNameFilter,3,src\java\org\apache\lucene\index\IndexFileNameFilter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexFileNameFilter.java,0.0,NON
org.apache.lucene.index.IndexFileNames,3,src\java\org\apache\lucene\index\IndexFileNames.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\IndexFileNames.java,1.0,NON
org.apache.lucene.index.IndexFileNames,3,src\java\org\apache\lucene\index\IndexFileNames.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexFileNames.java,1.0,NON
org.apache.lucene.index.IndexFileNames,3,src\java\org\apache\lucene\index\IndexFileNames.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexFileNames.java,0.0,NON
org.apache.lucene.index.IndexModifier,3,src\java\org\apache\lucene\index\IndexModifier.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\IndexModifier.java,1.0,NON
org.apache.lucene.index.IndexModifier,3,src\java\org\apache\lucene\index\IndexModifier.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexModifier.java,1.0,NON
org.apache.lucene.index.IndexModifier,3,src\java\org\apache\lucene\index\IndexModifier.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexModifier.java,1.0,NON
org.apache.lucene.index.IndexReader,3,src\java\org\apache\lucene\index\IndexReader.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\IndexReader.java,1.0,NON
org.apache.lucene.index.IndexReader,3,src\java\org\apache\lucene\index\IndexReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexReader.java,1.0,NON
org.apache.lucene.index.IndexReader,3,src\java\org\apache\lucene\index\IndexReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexReader.java,1.0,NON
org.apache.lucene.index.IndexWriter,3,src\java\org\apache\lucene\index\IndexWriter.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\IndexWriter.java,1.0,NON
org.apache.lucene.index.IndexWriter,3,src\java\org\apache\lucene\index\IndexWriter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\IndexWriter.java,1.0,NON
org.apache.lucene.index.IndexWriter,3,src\java\org\apache\lucene\index\IndexWriter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\IndexWriter.java,1.0,NON
org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy,2,src\java\org\apache\lucene\index\KeepOnlyLastCommitDeletionPolicy.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\KeepOnlyLastCommitDeletionPolicy.java,1.0,NON
org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy,2,src\java\org\apache\lucene\index\KeepOnlyLastCommitDeletionPolicy.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\KeepOnlyLastCommitDeletionPolicy.java,0.0,NON
org.apache.lucene.index.MultiLevelSkipListReader,2,src\java\org\apache\lucene\index\MultiLevelSkipListReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\MultiLevelSkipListReader.java,1.0,NON
org.apache.lucene.index.MultiLevelSkipListReader,2,src\java\org\apache\lucene\index\MultiLevelSkipListReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\MultiLevelSkipListReader.java,0.0,NON
org.apache.lucene.index.MultiLevelSkipListWriter,2,src\java\org\apache\lucene\index\MultiLevelSkipListWriter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\MultiLevelSkipListWriter.java,0.0,NON
org.apache.lucene.index.MultiLevelSkipListWriter,2,src\java\org\apache\lucene\index\MultiLevelSkipListWriter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\MultiLevelSkipListWriter.java,1.0,NON
org.apache.lucene.index.MultiReader,3,src\java\org\apache\lucene\index\MultiReader.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\MultiReader.java,1.0,NON
org.apache.lucene.index.MultiReader,3,src\java\org\apache\lucene\index\MultiReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\MultiReader.java,1.0,NON
org.apache.lucene.index.MultiReader,3,src\java\org\apache\lucene\index\MultiReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\MultiReader.java,1.0,NON
org.apache.lucene.index.MultipleTermPositions,3,src\java\org\apache\lucene\index\MultipleTermPositions.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\MultipleTermPositions.java,1.0,NON
org.apache.lucene.index.MultipleTermPositions,3,src\java\org\apache\lucene\index\MultipleTermPositions.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\MultipleTermPositions.java,1.0,NON
org.apache.lucene.index.MultipleTermPositions,3,src\java\org\apache\lucene\index\MultipleTermPositions.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\MultipleTermPositions.java,0.0,NON
org.apache.lucene.index.ParallelReader,3,src\java\org\apache\lucene\index\ParallelReader.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\ParallelReader.java,1.0,NON
org.apache.lucene.index.ParallelReader,3,src\java\org\apache\lucene\index\ParallelReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\ParallelReader.java,1.0,NON
org.apache.lucene.index.ParallelReader,3,src\java\org\apache\lucene\index\ParallelReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\ParallelReader.java,1.0,NON
org.apache.lucene.index.Payload,2,src\java\org\apache\lucene\index\Payload.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\Payload.java,1.0,NON
org.apache.lucene.index.Payload,2,src\java\org\apache\lucene\index\Payload.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\Payload.java,0.0,NON
org.apache.lucene.index.SegmentInfo,3,src\java\org\apache\lucene\index\SegmentInfo.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentInfo.java,1.0,NON
org.apache.lucene.index.SegmentInfo,3,src\java\org\apache\lucene\index\SegmentInfo.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentInfo.java,1.0,NON
org.apache.lucene.index.SegmentInfo,3,src\java\org\apache\lucene\index\SegmentInfo.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentInfo.java,1.0,NON
org.apache.lucene.index.SegmentInfos,3,src\java\org\apache\lucene\index\SegmentInfos.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentInfos.java,1.0,NON
org.apache.lucene.index.SegmentInfos,3,src\java\org\apache\lucene\index\SegmentInfos.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentInfos.java,1.0,NON
org.apache.lucene.index.SegmentInfos,3,src\java\org\apache\lucene\index\SegmentInfos.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentInfos.java,1.0,NON
org.apache.lucene.index.SegmentMergeInfo,3,src\java\org\apache\lucene\index\SegmentMergeInfo.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentMergeInfo.java,0.0,NON
org.apache.lucene.index.SegmentMergeInfo,3,src\java\org\apache\lucene\index\SegmentMergeInfo.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentMergeInfo.java,0.0,NON
org.apache.lucene.index.SegmentMergeInfo,3,src\java\org\apache\lucene\index\SegmentMergeInfo.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentMergeInfo.java,1.0,NON
org.apache.lucene.index.SegmentMergeQueue,3,src\java\org\apache\lucene\index\SegmentMergeQueue.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentMergeQueue.java,0.0,NON
org.apache.lucene.index.SegmentMergeQueue,3,src\java\org\apache\lucene\index\SegmentMergeQueue.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentMergeQueue.java,0.0,NON
org.apache.lucene.index.SegmentMergeQueue,3,src\java\org\apache\lucene\index\SegmentMergeQueue.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentMergeQueue.java,0.0,NON
org.apache.lucene.index.SegmentMerger,3,src\java\org\apache\lucene\index\SegmentMerger.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentMerger.java,1.0,NON
org.apache.lucene.index.SegmentMerger,3,src\java\org\apache\lucene\index\SegmentMerger.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentMerger.java,1.0,NON
org.apache.lucene.index.SegmentMerger,3,src\java\org\apache\lucene\index\SegmentMerger.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentMerger.java,1.0,NON
org.apache.lucene.index.SegmentReader,3,src\java\org\apache\lucene\index\SegmentReader.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentReader.java,1.0,NON
org.apache.lucene.index.SegmentReader,3,src\java\org\apache\lucene\index\SegmentReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentReader.java,1.0,NON
org.apache.lucene.index.SegmentReader,3,src\java\org\apache\lucene\index\SegmentReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentReader.java,1.0,NON
org.apache.lucene.index.SegmentTermDocs,3,src\java\org\apache\lucene\index\SegmentTermDocs.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermDocs.java,1.0,NON
org.apache.lucene.index.SegmentTermDocs,3,src\java\org\apache\lucene\index\SegmentTermDocs.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentTermDocs.java,0.0,NON
org.apache.lucene.index.SegmentTermDocs,3,src\java\org\apache\lucene\index\SegmentTermDocs.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentTermDocs.java,1.0,NON
org.apache.lucene.index.SegmentTermEnum,3,src\java\org\apache\lucene\index\SegmentTermEnum.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermEnum.java,1.0,NON
org.apache.lucene.index.SegmentTermEnum,3,src\java\org\apache\lucene\index\SegmentTermEnum.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentTermEnum.java,1.0,NON
org.apache.lucene.index.SegmentTermEnum,3,src\java\org\apache\lucene\index\SegmentTermEnum.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentTermEnum.java,0.0,NON
org.apache.lucene.index.SegmentTermPositionVector,3,src\java\org\apache\lucene\index\SegmentTermPositionVector.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermPositionVector.java,1.0,NON
org.apache.lucene.index.SegmentTermPositionVector,3,src\java\org\apache\lucene\index\SegmentTermPositionVector.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentTermPositionVector.java,0.0,NON
org.apache.lucene.index.SegmentTermPositionVector,3,src\java\org\apache\lucene\index\SegmentTermPositionVector.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentTermPositionVector.java,0.0,NON
org.apache.lucene.index.SegmentTermPositions,3,src\java\org\apache\lucene\index\SegmentTermPositions.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermPositions.java,1.0,NON
org.apache.lucene.index.SegmentTermPositions,3,src\java\org\apache\lucene\index\SegmentTermPositions.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentTermPositions.java,1.0,NON
org.apache.lucene.index.SegmentTermPositions,3,src\java\org\apache\lucene\index\SegmentTermPositions.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentTermPositions.java,1.0,NON
org.apache.lucene.index.SegmentTermVector,3,src\java\org\apache\lucene\index\SegmentTermVector.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermVector.java,0.0,NON
org.apache.lucene.index.SegmentTermVector,3,src\java\org\apache\lucene\index\SegmentTermVector.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\SegmentTermVector.java,1.0,NON
org.apache.lucene.index.SegmentTermVector,3,src\java\org\apache\lucene\index\SegmentTermVector.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\SegmentTermVector.java,0.0,NON
org.apache.lucene.index.StaleReaderException,2,src\java\org\apache\lucene\index\StaleReaderException.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\StaleReaderException.java,0.0,NON
org.apache.lucene.index.StaleReaderException,2,src\java\org\apache\lucene\index\StaleReaderException.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\StaleReaderException.java,0.0,NON
org.apache.lucene.index.Term,3,src\java\org\apache\lucene\index\Term.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\Term.java,1.0,NON
org.apache.lucene.index.Term,3,src\java\org\apache\lucene\index\Term.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\Term.java,1.0,NON
org.apache.lucene.index.Term,3,src\java\org\apache\lucene\index\Term.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\Term.java,1.0,NON
org.apache.lucene.index.TermBuffer,3,src\java\org\apache\lucene\index\TermBuffer.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermBuffer.java,0.0,NON
org.apache.lucene.index.TermBuffer,3,src\java\org\apache\lucene\index\TermBuffer.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermBuffer.java,0.0,NON
org.apache.lucene.index.TermBuffer,3,src\java\org\apache\lucene\index\TermBuffer.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermBuffer.java,0.0,NON
org.apache.lucene.index.TermDocs,3,src\java\org\apache\lucene\index\TermDocs.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermDocs.java,0.0,NON
org.apache.lucene.index.TermDocs,3,src\java\org\apache\lucene\index\TermDocs.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermDocs.java,0.0,NON
org.apache.lucene.index.TermDocs,3,src\java\org\apache\lucene\index\TermDocs.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermDocs.java,0.0,NON
org.apache.lucene.index.TermEnum,3,src\java\org\apache\lucene\index\TermEnum.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermEnum.java,0.0,NON
org.apache.lucene.index.TermEnum,3,src\java\org\apache\lucene\index\TermEnum.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermEnum.java,0.0,NON
org.apache.lucene.index.TermEnum,3,src\java\org\apache\lucene\index\TermEnum.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermEnum.java,1.0,NON
org.apache.lucene.index.TermFreqVector,3,src\java\org\apache\lucene\index\TermFreqVector.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermFreqVector.java,0.0,NON
org.apache.lucene.index.TermFreqVector,3,src\java\org\apache\lucene\index\TermFreqVector.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermFreqVector.java,0.0,NON
org.apache.lucene.index.TermFreqVector,3,src\java\org\apache\lucene\index\TermFreqVector.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermFreqVector.java,1.0,NON
org.apache.lucene.index.TermInfo,3,src\java\org\apache\lucene\index\TermInfo.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermInfo.java,0.0,NON
org.apache.lucene.index.TermInfo,3,src\java\org\apache\lucene\index\TermInfo.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermInfo.java,0.0,NON
org.apache.lucene.index.TermInfo,3,src\java\org\apache\lucene\index\TermInfo.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermInfo.java,0.0,NON
org.apache.lucene.index.TermInfosReader,3,src\java\org\apache\lucene\index\TermInfosReader.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermInfosReader.java,1.0,NON
org.apache.lucene.index.TermInfosReader,3,src\java\org\apache\lucene\index\TermInfosReader.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermInfosReader.java,1.0,NON
org.apache.lucene.index.TermInfosReader,3,src\java\org\apache\lucene\index\TermInfosReader.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermInfosReader.java,1.0,NON
org.apache.lucene.index.TermInfosWriter,3,src\java\org\apache\lucene\index\TermInfosWriter.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermInfosWriter.java,1.0,NON
org.apache.lucene.index.TermInfosWriter,3,src\java\org\apache\lucene\index\TermInfosWriter.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermInfosWriter.java,1.0,NON
org.apache.lucene.index.TermInfosWriter,3,src\java\org\apache\lucene\index\TermInfosWriter.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermInfosWriter.java,1.0,NON
org.apache.lucene.index.TermPositionVector,3,src\java\org\apache\lucene\index\TermPositionVector.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermPositionVector.java,0.0,NON
org.apache.lucene.index.TermPositionVector,3,src\java\org\apache\lucene\index\TermPositionVector.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermPositionVector.java,0.0,NON
org.apache.lucene.index.TermPositionVector,3,src\java\org\apache\lucene\index\TermPositionVector.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermPositionVector.java,0.0,NON
org.apache.lucene.index.TermPositions,3,src\java\org\apache\lucene\index\TermPositions.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermPositions.java,1.0,NON
org.apache.lucene.index.TermPositions,3,src\java\org\apache\lucene\index\TermPositions.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermPositions.java,1.0,NON
org.apache.lucene.index.TermPositions,3,src\java\org\apache\lucene\index\TermPositions.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermPositions.java,0.0,NON
org.apache.lucene.index.TermVectorOffsetInfo,3,src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,0.0,NON
org.apache.lucene.index.TermVectorOffsetInfo,3,src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,v2.2,RELATIVE:\lucene\lucene-2.2\src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,0.0,NON
org.apache.lucene.index.TermVectorOffsetInfo,3,src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,v2.4,RELATIVE:\lucene\lucene-2.4\src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,1.0,NON
