@relation mahout-0.6.arff

@attribute AvgWMC numeric
@attribute CCMax numeric
@attribute CDE numeric
@attribute CIE numeric
@attribute NTM numeric
@attribute SDMC numeric
@attribute WMC numeric
@attribute AvgSLOC numeric
@attribute NA numeric
@attribute NAIMP numeric
@attribute NCM numeric
@attribute NIM numeric
@attribute NLM numeric
@attribute NM numeric
@attribute NMIMP numeric
@attribute NMNpub numeric
@attribute Nmpub numeric
@attribute NumPara numeric
@attribute loc numeric
@attribute stms numeric
@attribute AID numeric
@attribute CLD numeric
@attribute DIT numeric
@attribute DP numeric
@attribute DPA numeric
@attribute DPD numeric
@attribute NMA numeric
@attribute NMI numeric
@attribute NMO numeric
@attribute NOA numeric
@attribute NOC numeric
@attribute NOD numeric
@attribute NOP numeric
@attribute PII numeric
@attribute SIX numeric
@attribute SP numeric
@attribute SPA numeric
@attribute SPD numeric
@attribute CBO numeric
@attribute DAC numeric
@attribute DACquote numeric
@attribute ICP numeric
@attribute IHICP numeric
@attribute NIHICP numeric
@attribute bug {TRUE,FALSE}

@data
2.65,8,4.56555285024181,5.2103319469356375,8,1.93067345763078,53,8.1,4,4,0,20,20,20,20,0,20,19,185,129,0,0,0,0,0,0,20,0,0,0,0,0,0,0.0,0.0,0,0,0,8,1,1,24,0,24,FALSE
2.1666666666666696,4,3.45852501923415,3.4408966186937304,3,1.34370962471642,13,8.33333333333333,3,3,0,6,6,7,6,0,6,3,60,37,1,0,1,0,0,0,6,1,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.3478260869565202,2,5.90759918151147,6.23550272978884,15,0.476280484787101,31,7.34782608695652,17,17,0,23,23,23,23,2,21,21,302,226,0,0,0,0,0,0,23,0,0,0,0,0,0,0.0,0.0,0,0,0,10,14,5,30,0,30,FALSE
2.72222222222222,28,5.607088461392009,6.7203303925250175,23,4.62848133907579,98,10.9722222222222,16,14,2,34,36,39,36,13,23,47,429,303,1,1,1,6,2,4,34,3,2,1,3,3,1,0.628571428571429,0.0512820512820513,1,0,1,11,4,4,87,0,87,TRUE
1.7142857142857095,3,4.582900510365112,4.80164856152238,3,0.699854212223765,12,6.571428571428571,8,7,0,7,7,10,7,2,5,6,58,41,1,0,1,1,1,0,6,3,1,1,0,0,1,0.226190476190476,0.1,0,0,0,2,4,4,12,2,10,FALSE
1.14285714285714,2,4.41443873098343,5.36319850391821,6,0.349927106111883,8,10.857142857142902,36,3,0,7,7,38,7,2,5,25,87,32,2,2,2,6,4,2,3,31,4,2,2,3,1,0.538095238095238,0.210526315789474,2,2,0,4,3,2,43,36,7,FALSE
2.125,5,5.78229806364575,6.24796620952462,14,1.26861144563653,68,15.5625,33,30,0,32,32,36,32,7,25,76,577,395,1,3,1,7,0,7,32,4,0,1,4,8,1,0.161616161616162,0.0,3,0,3,16,26,4,107,6,101,TRUE
1.0,1,4.51624416314937,4.77595951106063,9,0.0,9,3.88888888888889,1,1,0,9,9,9,9,0,9,7,59,37,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,2,0,2,FALSE
1.4,2,4.09572284566732,4.4757256924946205,3,0.489897948556636,7,9.0,49,16,2,3,5,40,5,2,3,7,63,35,2,0,2,0,0,0,5,35,0,2,0,0,1,0.185185185185185,0.0,0,0,0,1,16,1,21,21,0,FALSE
1.0,1,2.8993974703477,3.58744075046404,5,0.0,5,9.6,36,0,0,5,5,42,5,1,4,7,50,11,3,0,3,1,1,0,4,37,1,3,0,0,1,0.542105263157895,0.0714285714285714,0,0,0,1,0,0,25,25,0,FALSE
1.0,1,2.8993974703477,3.67539262972349,5,0.0,5,10.4,33,0,0,5,5,39,5,1,4,8,55,11,2,0,2,1,1,0,4,34,1,2,0,0,1,0.520634920634921,0.0512820512820513,0,0,0,1,0,0,25,25,0,FALSE
1.4,3,3.78212222414531,5.00603395328823,4,0.8,7,7.4,40,2,0,5,5,47,5,0,5,11,42,27,4,0,4,3,3,0,4,42,1,4,0,0,1,0.554418604651163,0.0851063829787234,0,0,0,2,2,2,24,20,4,FALSE
1.6,4,3.78212222414531,5.14902553919979,4,1.2,8,10.4,38,2,0,5,5,46,5,0,5,13,57,39,3,0,3,0,0,0,5,41,0,3,0,0,1,0.208333333333333,0.0,2,2,0,2,2,2,43,31,12,FALSE
1.14285714285714,3,4.74007529081721,5.19386812932111,19,0.4665694748158429,24,4.047619047619049,4,4,0,21,21,21,21,1,20,18,108,60,0,0,0,0,0,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,2,11,0,11,FALSE
1.33333333333333,3,3.85730685689813,5.11301927213207,5,0.7453559924999301,8,13.333333333333302,38,2,0,6,6,43,6,1,5,11,85,39,3,1,3,3,2,1,5,37,1,3,1,1,1,0.5504385964912281,0.0697674418604651,0,0,0,2,2,2,46,43,3,FALSE
1.28571428571429,3,3.9572940290273295,5.2232875750534005,6,0.699854212223765,9,14.0,36,3,0,7,7,41,7,2,5,12,104,51,2,1,2,1,1,0,6,34,1,2,1,1,1,0.5333333333333329,0.0487804878048781,1,0,1,2,3,2,54,51,3,FALSE
2.6578947368421098,11,5.86837485468272,6.889755897761071,24,2.74606240383604,101,12.447368421052596,38,38,0,38,38,38,38,10,28,84,532,378,0,0,0,0,0,0,38,0,0,0,0,0,0,0.0,0.0,0,0,0,11,25,7,41,0,41,FALSE
1.0,1,3.9434651896016497,3.84653976261172,5,0.0,5,4.6,4,4,0,5,5,5,5,0,5,4,30,23,0,1,0,0,0,0,5,0,0,0,2,2,0,0.0,0.0,0,0,0,3,1,1,9,0,9,FALSE
1.0,1,3.9837834090041,4.3653115322251,3,0.0,3,4.66666666666667,2,2,0,3,3,3,3,0,3,4,30,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,13,0,13,FALSE
1.2,2,4.33183237120822,4.568453957701919,4,0.4,6,6.2,6,2,0,5,5,10,5,0,5,13,55,34,1,0,1,0,0,0,5,5,0,1,0,0,1,0.138888888888889,0.0,0,0,0,8,0,0,20,7,13,FALSE
1.75,4,3.53049305675748,4.72736177639921,3,1.29903810567666,7,7.75,5,1,0,4,4,9,4,0,4,8,36,22,1,0,1,0,0,0,4,5,0,1,0,0,1,0.133333333333333,0.0,0,0,0,6,0,0,14,7,7,FALSE
0.666666666666667,1,3.74060156295072,3.3982508176045494,3,0.471404520791032,2,2.6666666666666696,0,0,0,3,3,3,3,0,3,7,13,6,0,1,0,4,0,4,3,0,0,0,4,4,0,0.0,0.0,0,0,0,4,0,0,0,0,0,FALSE
1.0,1,4.47017552146434,4.50184477752692,8,0.0,8,3.5,3,3,1,7,8,8,8,4,4,12,37,24,0,2,0,3,0,3,8,0,0,0,9,12,0,0.0,0.0,14,0,14,6,1,1,0,0,0,FALSE
1.5,2,3.37878349348618,3.6959472263874704,1,0.5,3,6.0,1,1,0,2,2,4,2,0,2,3,16,12,1,0,1,1,1,0,1,2,1,1,0,0,1,0.19444444444444395,0.25,0,0,0,4,0,0,5,0,5,FALSE
2.0,2,3.1699250014423104,3.67326968951511,0,0.0,2,9.0,0,0,0,1,1,3,1,1,0,2,12,8,1,0,1,1,1,0,0,2,1,1,0,0,1,0.111111111111111,0.33333333333333304,0,0,0,4,0,0,6,0,6,FALSE
2.0,4,3.46132014021101,3.50015895980544,2,1.4142135623731005,6,8.0,1,1,0,3,3,3,3,0,3,3,29,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
2.0,3,3.00719648968562,3.1813663288914595,1,1.0,4,4.0,1,1,1,1,2,2,2,0,2,2,12,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
1.6666666666666698,6,5.437672720889339,5.58469169237609,10,1.54560308258262,20,7.5,8,8,0,12,12,12,12,1,11,16,144,96,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,11,4,3,31,0,31,FALSE
0.0,0,2.75,2.25162916738782,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
2.0,3,2.75,2.8332062193465,1,1.0,4,6.0,2,2,0,2,2,2,2,0,2,2,16,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
2.0,6,3.90231157591703,4.90637954839874,4,2.0,10,7.8,2,2,0,5,5,5,5,0,5,6,46,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,6,0,0,14,0,14,FALSE
1.75,4,3.6897037321995496,4.62111536516927,3,1.29903810567666,7,6.0,9,0,0,4,4,26,4,1,3,9,28,17,2,0,2,2,2,0,2,22,2,2,0,0,1,0.509259259259259,0.153846153846154,0,0,0,6,0,0,9,9,0,FALSE
2.25,5,3.68418371977919,4.608900775613732,2,1.6393596310755,9,8.25,8,0,0,4,4,19,4,2,2,8,38,26,2,0,2,3,3,0,1,15,3,2,0,0,1,0.5,0.315789473684211,1,1,0,5,0,0,12,7,5,FALSE
1.52631578947368,5,5.735614963573589,6.061934193621122,13,0.993050645479643,29,8.05263157894737,9,6,2,17,19,27,19,5,14,40,254,173,1,1,1,3,0,3,19,8,0,1,2,2,1,0.158333333333333,0.0,1,1,0,18,3,3,82,12,70,FALSE
1.16666666666667,2,3.55376311447225,3.7928966084191096,5,0.37267799624996506,7,4.0,2,2,0,6,6,6,6,0,6,3,33,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,2,0,2,FALSE
1.9166666666666696,8,5.3724800006396,5.9217526997681285,7,1.89113428631837,23,9.08333333333333,8,5,0,12,12,20,12,4,8,21,160,113,1,1,1,3,0,3,12,8,0,1,1,1,1,0.153846153846154,0.0,2,2,0,13,3,3,47,7,40,FALSE
2.1111111111111103,4,4.954276705871219,5.89431872862746,4,1.19670329047433,19,12.444444444444402,7,4,0,9,9,16,9,2,7,14,130,90,1,0,1,1,1,0,8,7,1,1,0,0,1,0.189814814814815,0.0625,2,2,0,14,4,4,48,17,31,FALSE
2.3,5,4.97387452329274,5.97120905799737,4,1.34536240470737,23,14.3,9,6,1,9,10,17,10,3,7,18,167,121,1,0,1,1,1,0,9,7,1,1,0,0,1,0.19166666666666696,0.0588235294117647,2,2,0,14,5,4,62,17,45,FALSE
2.0,6,3.90231157591703,4.8890215031237805,4,2.0,10,7.6,2,2,0,5,5,5,5,0,5,6,45,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,6,0,0,14,0,14,FALSE
1.0,1,4.05677726395934,4.11548663296752,10,0.0,10,2.9,3,3,4,6,10,10,10,1,9,6,39,23,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
3.0,3,3.1699250014423104,3.9398290174664,0,0.0,3,12.0,0,0,0,1,1,3,1,1,0,2,15,13,1,0,1,1,1,0,0,2,1,1,0,0,1,0.111111111111111,0.33333333333333304,0,0,0,4,0,0,5,0,5,FALSE
2.2,5,4.60726445547838,5.32752659551142,3,1.6,11,8.8,6,3,0,5,5,13,5,1,4,7,52,39,1,0,1,0,0,0,5,8,0,1,0,0,1,0.138888888888889,0.0,1,1,0,8,1,1,7,4,3,FALSE
2.8,6,4.853055907333268,5.696811736227058,2,1.83303027798234,14,12.6,8,8,1,4,5,7,5,3,2,13,74,52,1,0,1,1,1,0,4,2,1,1,0,0,1,0.244444444444444,0.14285714285714302,0,0,0,9,1,1,21,0,21,FALSE
1.7142857142857095,5,3.65399673866571,3.62443004476527,5,1.38505138783324,12,5.71428571428571,2,2,0,7,7,7,7,0,7,4,48,31,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,2,0,2,FALSE
6.4,10,4.05595815161512,5.77730686829292,1,3.13687742827162,32,28.8,1,1,4,1,5,5,5,1,4,14,150,111,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,14,0,0,11,0,11,FALSE
2.6875,7,5.61513478916433,6.370971390638701,7,1.8946882989030096,43,14.25,15,12,1,15,16,24,16,6,10,26,267,199,1,0,1,0,0,0,16,8,0,1,0,0,1,0.156862745098039,0.0,1,1,0,15,7,5,89,8,81,FALSE
3.4285714285714306,13,5.8824661569533205,6.5665263623972585,5,3.13310174278019,48,16.428571428571402,13,10,1,13,14,22,14,6,8,21,311,232,1,0,1,0,0,0,14,8,0,1,0,0,1,0.155555555555556,0.0,1,1,0,14,5,4,86,8,78,TRUE
12.0,12,3.0,3.98696154833122,0,0.0,12,59.0,2,2,0,1,1,1,1,0,1,2,64,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
7.8,22,4.0220552088742,5.81972998628374,3,8.70402205879558,39,35.0,12,3,0,5,5,28,5,3,2,20,181,153,2,0,2,1,1,0,4,23,1,2,0,0,1,0.525,0.0714285714285714,0,0,0,14,0,0,27,10,17,FALSE
14.0,14,3.3219280948873595,4.17323152359226,0,0.0,14,52.0,4,4,0,1,1,1,1,0,1,2,59,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,2.0,1.58496250072116,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
3.8,10,5.225362587942571,6.257404315877559,4,2.76164202362773,57,18.0666666666667,9,9,0,15,15,15,15,5,10,21,291,217,0,0,0,0,0,0,15,0,0,0,0,0,0,0.0,0.0,0,0,0,11,6,5,92,0,92,TRUE
2.22222222222222,8,4.65899566305106,5.9307789564226105,5,2.1487866228681898,20,11.1111111111111,7,4,0,9,9,16,9,1,8,19,122,81,1,0,1,1,1,0,8,7,1,1,0,0,1,0.189814814814815,0.0625,2,2,0,15,1,1,31,13,18,FALSE
3.15384615384615,8,5.3859567897024405,6.44776253109432,4,2.14282896572063,41,14.5384615384615,10,10,0,13,13,13,13,4,9,21,209,154,0,0,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,8,6,6,48,0,48,FALSE
3.0,8,5.4399279815047015,6.03327623338832,4,2.03540097839643,42,27.642857142857103,26,23,1,13,14,18,14,6,8,52,420,315,1,1,1,0,0,0,14,4,0,1,1,1,1,0.155555555555556,0.0,0,0,0,10,21,4,71,7,64,FALSE
1.0,1,2.8553885422075296,3.84459145764811,3,0.0,3,25.6666666666667,27,1,0,3,3,15,3,1,2,9,80,8,2,0,2,1,1,0,2,12,1,2,0,0,1,0.5071225071225071,0.133333333333333,0,0,0,2,0,0,52,15,37,FALSE
2.5,6,5.53870275404134,6.063620623134179,2,2.0615528128088303,10,20.5,9,5,0,4,4,9,4,2,2,7,143,113,1,0,1,0,0,0,4,5,0,1,0,0,1,0.133333333333333,0.0,0,0,0,11,1,1,12,5,7,FALSE
1.42857142857143,2,4.66067073228275,5.07121673320296,4,0.494871659305394,10,6.571428571428571,4,4,1,6,7,7,7,6,1,8,53,38,0,1,0,0,0,0,7,0,0,0,2,2,0,0.0,0.0,0,0,0,6,3,2,29,0,29,FALSE
2.875,9,4.89323333525642,5.869670933044191,4,2.5708704751503904,23,13.375,16,12,0,8,8,13,8,4,4,22,122,105,1,0,1,0,0,0,8,5,0,1,0,0,1,0.148148148148148,0.0,0,0,0,10,2,2,28,13,15,FALSE
1.3,2,4.5160276412662315,4.83308271939404,7,0.458257569495584,13,5.0,4,4,0,10,10,10,10,0,10,7,58,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,1,18,0,18,FALSE
0.0,0,2.3219280948873595,1.58496250072116,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
3.2,7,4.10140976555739,5.50628573282925,2,2.4,16,16.8,2,2,2,3,5,5,5,1,4,7,90,79,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,26,0,26,FALSE
1.0,1,2.9139770731827497,2.23592635062903,2,0.0,2,2.5,0,0,0,2,2,2,2,0,2,1,9,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,2.5,2.23592635062903,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,1,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
1.0,1,2.9139770731827497,3.17281073351986,3,0.0,3,3.6666666666666696,4,1,0,3,3,9,3,0,3,5,14,10,1,0,1,0,0,0,3,6,0,1,0,0,1,0.125,0.0,0,0,0,0,0,0,4,4,0,FALSE
1.44444444444444,3,4.98910079231852,5.60802561951475,6,0.684934889218775,13,7.44444444444444,8,5,1,8,9,17,9,1,8,20,87,59,1,0,1,0,0,0,9,8,0,1,0,0,1,0.15,0.0,1,1,0,13,3,3,38,10,28,FALSE
1.5,3,3.7841837197791897,4.50337610570254,3,0.8660254037844392,6,5.75,2,2,0,4,4,4,4,2,2,3,29,20,0,2,0,6,0,6,4,0,0,0,6,9,0,0.0,0.0,0,0,0,5,1,1,11,0,11,FALSE
3.46666666666667,22,5.47861336934763,6.1481652942813,11,5.84085229701587,52,16.466666666666697,10,8,0,15,15,18,15,0,15,21,263,196,1,1,1,4,1,3,14,3,1,1,3,3,1,0.23888888888888896,0.0555555555555556,0,0,0,8,1,1,24,7,17,FALSE
1.0,1,4.93845332095664,4.35937791471612,4,0.0,4,3.75,3,3,0,4,4,4,4,0,4,4,38,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,4,0,4,FALSE
1.28571428571429,2,4.597678031846018,5.05621899392271,5,0.4517539514526261,9,5.28571428571429,3,3,0,7,7,7,7,0,7,11,56,38,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,2,24,0,24,FALSE
1.16666666666667,2,4.60663944741024,4.96356731730147,5,0.37267799624996506,7,5.0,3,3,0,6,6,6,6,0,6,9,48,31,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,2,25,0,25,FALSE
1.28571428571429,2,4.48850613605621,5.05360018293905,5,0.4517539514526261,9,5.857142857142861,2,0,1,6,7,10,7,1,6,12,48,36,1,0,1,1,1,0,6,3,1,1,0,0,1,0.5595238095238101,0.1,0,0,0,5,0,0,17,6,11,FALSE
1.0,1,3.6818808028034,3.99904661766311,3,0.0,3,3.3333333333333304,10,0,0,3,3,20,3,0,3,8,13,8,2,0,2,1,1,0,2,17,1,2,0,0,1,0.166666666666667,0.1,0,0,0,3,0,0,4,4,0,FALSE
2.1,5,5.30532854926246,5.690194208538362,5,1.5132745950421598,21,8.8,3,3,0,10,10,10,10,2,8,17,180,126,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,1,43,0,43,FALSE
2.22222222222222,5,5.33081132135308,5.64458122097455,6,1.7497795275581798,20,9.66666666666667,1,1,1,8,9,9,9,1,8,14,171,118,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,8,1,1,28,0,28,FALSE
1.5,3,4.45810318023429,5.28374685570274,5,0.707106781186548,12,7.875,2,0,0,8,8,11,8,1,7,13,70,46,1,0,1,1,1,0,7,3,1,1,0,0,1,0.5625,0.0909090909090909,0,0,0,6,0,0,29,8,21,FALSE
1.0,1,2.9139770731827497,2.44162987378722,2,0.0,2,3.0,1,1,0,2,2,2,2,0,2,2,10,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,2,0,2,FALSE
1.6666666666666698,3,3.6818808028034,4.26281489547235,2,0.942809041582063,5,5.66666666666667,10,0,0,3,3,20,3,0,3,8,20,13,2,0,2,1,1,0,2,17,1,2,0,0,1,0.166666666666667,0.1,0,0,0,3,0,0,4,4,0,FALSE
4.5,15,3.88017992267574,5.0843564972716,3,6.0621778264910695,18,17.25,1,1,0,4,4,4,4,0,4,5,75,59,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,0,5,0,5,FALSE
1.75,5,4.3988574474833095,5.1899328341808895,5,1.29903810567666,14,6.875,2,0,0,8,8,11,8,1,7,12,62,44,1,0,1,1,1,0,7,3,1,1,0,0,1,0.5625,0.0909090909090909,0,0,0,5,0,0,19,8,11,FALSE
1.6666666666666698,3,3.6818808028034,4.26281489547235,2,0.942809041582063,5,5.66666666666667,10,0,0,3,3,20,3,0,3,8,20,13,2,0,2,1,1,0,2,17,1,2,0,0,1,0.166666666666667,0.1,0,0,0,3,0,0,4,4,0,FALSE
1.5,2,3.09306920777189,3.1493974703477,1,0.5,3,5.0,1,1,0,2,2,2,2,0,2,2,14,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,2,0,2,FALSE
1.0,1,3.5585186130489097,4.28418371977919,2,0.0,2,8.0,2,2,0,2,2,2,2,1,1,1,21,10,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,1,2,2,2,0,2,FALSE
1.25,2,4.656729282558589,4.73193345008253,6,0.43301270189221897,10,5.375,7,7,0,8,8,8,8,1,7,9,57,38,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,3,3,3,4,0,4,FALSE
1.33333333333333,2,4.99139184283981,4.69446472865578,4,0.471404520791032,8,5.5,8,5,0,6,6,10,6,1,5,8,72,43,1,2,1,0,0,0,6,4,0,1,1,2,1,0.14285714285714302,0.0,0,0,0,4,4,4,5,0,5,FALSE
1.81818181818182,3,4.7995024434816385,5.626978940250031,6,0.935966376453364,20,12.090909090909099,15,12,0,11,11,15,11,7,4,22,151,105,1,2,1,0,0,0,11,4,0,1,1,2,1,0.152777777777778,0.0,0,0,0,4,12,3,26,3,23,FALSE
1.0,1,3.08050053064027,3.1542221846835203,5,0.0,5,2.8,9,0,0,5,5,18,5,1,4,4,17,10,3,0,3,1,1,0,4,13,1,3,0,0,1,0.557142857142857,0.166666666666667,0,0,0,1,0,0,7,7,0,FALSE
1.0,1,2.8993974703477,3.51990257979396,5,0.0,5,3.6,15,0,0,5,5,22,5,1,4,7,20,10,3,0,3,1,1,0,4,17,1,3,0,0,1,0.551851851851852,0.136363636363636,0,0,0,1,0,0,10,10,0,FALSE
1.0,1,3.5325732575026203,3.36563657607729,4,0.0,4,3.25,9,1,0,4,4,14,4,0,4,4,20,10,2,1,2,0,0,0,4,10,0,2,1,1,1,0.17777777777777806,0.0,0,0,0,2,1,1,11,11,0,FALSE
1.0,1,2.54952345959783,3.73556006741033,4,0.0,4,6.75,15,0,0,4,4,18,4,0,4,7,28,9,2,1,2,0,0,0,4,14,0,2,1,1,1,0.17777777777777806,0.0,0,0,0,1,0,0,12,12,0,FALSE
1.25,2,3.6835423624332297,3.70689059560852,3,0.43301270189221897,5,3.0,1,1,0,4,4,4,4,0,4,5,18,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.4,2,3.85216872360328,3.66116650308056,3,0.489897948556636,7,4.6,1,1,0,5,5,5,5,0,5,2,27,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,10,0,10,FALSE
1.6666666666666698,4,4.41506101220307,5.61416987354191,4,1.10554159678513,10,8.5,4,4,0,6,6,6,6,1,5,4,60,45,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,2,19,0,19,FALSE
1.5,3,4.8173678951855,4.75856293964492,3,0.8660254037844392,6,5.75,2,2,0,4,4,4,4,0,4,3,42,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,8,1,1,8,0,8,FALSE
0.0,0,4.17849368096925,4.00330247247173,16,0.0,0,1.0,0,0,0,16,16,16,16,0,16,15,18,17,1,0,1,0,0,0,16,0,0,1,0,0,1,0.156862745098039,0.0,0,0,0,4,0,0,0,0,0,FALSE
0.0,0,2.94770277922009,2.52164063634332,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,2,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,3.25162916738782,2.92192809488736,3,0.0,0,1.0,0,0,0,3,3,3,3,0,3,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
0.0,0,2.58496250072116,2.3219280948873595,4,0.0,0,1.0,0,0,0,4,4,4,4,0,4,1,6,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,4.39425125726831,4.20510990007387,17,0.0,0,1.0,0,0,0,17,17,17,17,0,17,14,18,18,1,0,1,0,0,0,17,0,0,3,0,0,3,0.15740740740740694,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,3.25162916738782,2.92192809488736,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,3,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,2.3219280948873595,1.58496250072116,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,3.0,3.0,1,0.0,0,2.0,0,0,0,1,1,1,1,0,1,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,0,0,0,FALSE
0.0,0,2.72548055699787,2.23592635062903,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,1,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
0.0,0,2.25162916738782,1.92192809488736,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,3.40261191289074,3.47460485715247,7,0.0,0,2.0,0,0,0,7,7,7,7,0,7,20,16,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
0.0,0,2.8073549220576,2.58496250072116,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,FALSE
0.0,0,1.58496250072116,1.0,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,3.7937392635792295,3.61749242785043,6,0.0,0,1.0,0,0,0,6,6,6,6,0,6,12,8,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,FALSE
0.0,0,2.41938194564637,2.23592635062903,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,3,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,3.08505510275648,2.73215889136457,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,5,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
